Symbol,Sector,Industry,Broad Sector,TTM Revenue,Revenue CAGR 5Y,Revenue CAGR 10Y,Revenue CAGR Max,Revenue CAGR Years,TTM Profit,Profit CAGR 5Y,Profit CAGR 10Y,Profit CAGR Max,Profit CAGR Years,Avg OPM 5Y,Avg OPM 10Y,Revenue YoY Q,Revenue Consecutive YoY,Revenue Accelerating,Profit YoY Q,Profit Positive Q,Total Quarters,Latest OPM Q,Avg OPM 4Q,Margin Improving,Latest EPS Q,EPS YoY Growth,Latest Debt,Debt Reducing,Latest Equity,Debt to Equity,ROE,Latest Operating CF,CF Positive Years,CF Total Years,CF Growing,CF Consistency,Latest ROCE,ROCE Improving,Avg ROCE 5Y,Final ROE,Promoter Holding,Promoter Change 4Q,Promoter Change 8Q,FII Holding,FII Change 4Q,DII Holding,DII Change 4Q,ROE from Ratios,ROE Avg 5Y,ROE Improving
MASTEK,Information Technology,Computers - Software & Consulting,Information Technology,3455.0,26.4,13.05,12.75,11.0,376.0,26.96,35.52,19.7,11.0,18.6,14.4,4.14,4.0,False,13.68,13.0,13.0,16.0,15.25,True,34.96,13.99,544.0,False,2676.0,0.2,14.05,395.0,12.0,12.0,True,100.0,17.0,False,23.2,14.05,35.78,-0.45,-0.7,10.27,0.87,12.65,3.38,,,
MASTERTR,Financial Services,Stockbroking & Allied,Financial Services,584.0,33.84,17.64,18.53,11.0,131.0,61.29,30.71,28.94,11.0,35.8,29.1,-7.43,0.0,True,-8.57,13.0,13.0,45.0,43.5,True,2.56,-18.21,163.0,True,753.0,0.22,17.4,-37.0,7.0,12.0,False,58.3,30.0,True,27.2,17.4,71.93,-0.56,-2.9,0.02,-0.01,0.05,0.05,,,
MATRIMONY,Consumer Services,Internet & Catalogue Retail,Consumer Discretionary,456.0,1.18,6.58,7.54,11.0,45.0,8.45,,,11.0,16.2,16.1,1.62,1.0,True,-16.75,13.0,13.0,10.93,9.68,True,3.85,-16.67,55.0,True,247.0,0.22,18.22,57.0,11.0,12.0,False,91.7,19.0,True,19.4,18.22,56.96,3.7,5.37,20.32,-1.87,6.95,-1.68,,,
MAWANASUG,Fast Moving Consumer Goods,Sugar,Fast Moving Consumer Goods,1446.0,4.49,0.33,0.68,11.0,109.0,,,,11.0,6.8,7.2,9.74,4.0,False,-94.58,7.0,13.0,7.57,7.74,False,1.0,-94.61,8.0,True,458.0,0.02,23.8,114.0,7.0,12.0,True,58.3,10.0,True,8.0,23.8,63.49,0.0,0.0,0.44,0.01,0.07,0.0,,,
MAXESTATES,Realty,"Residential, Commercial Projects",Consumer Discretionary,160.0,,,32.36,3.0,26.0,,,73.25,3.0,30.2,30.2,24.3,4.0,True,-100.0,6.0,13.0,5.89,19.1,False,-0.07,-105.69,2098.0,False,2300.0,0.91,1.13,225.0,3.0,4.0,True,75.0,3.0,True,1.7,1.13,44.9,-0.35,-4.61,25.67,-2.11,7.78,1.99,,,
MAXHEALTH,Healthcare,Hospital,Healthcare,7028.0,46.01,,20.25,8.0,1076.0,78.73,,69.22,8.0,24.2,17.2,10.71,4.0,False,25.94,13.0,13.0,26.0,26.5,False,3.09,25.61,3275.0,False,10052.0,0.33,10.7,1459.0,9.0,9.0,True,100.0,15.0,False,13.0,10.7,23.72,-0.02,-0.03,50.55,-6.38,21.2,5.65,,,
MAXIND,Financial Services,Holding Company,Financial Services,163.0,-5.03,,-5.03,5.0,-140.0,,,,5.0,-20.4,-17.3,22.86,3.0,True,,0.0,13.0,-83.0,-81.5,True,-8.17,-5.88,204.0,False,467.0,0.44,-29.98,-128.0,3.0,6.0,False,50.0,-24.0,False,-7.0,-29.98,49.89,-1.05,-1.05,7.09,0.32,1.58,0.64,,,
MAYURUNIQ,Consumer Durables,Leather And Leather Products,Consumer Discretionary,880.0,10.76,,6.7,9.0,149.0,13.25,,7.61,9.0,20.6,22.5,13.94,4.0,False,64.52,13.0,13.0,23.0,21.25,True,11.67,65.77,7.0,True,1018.0,0.01,14.64,157.0,10.0,10.0,True,100.0,22.0,True,19.0,14.64,58.59,0.0,0.07,3.23,0.05,3.32,0.01,,,
MAZDA,Capital Goods,Industrial Products,Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.58,0.06,0.24,0.13,-0.14,0.05,0.0,,,
MAZDOCK,Capital Goods,Ship Building & Allied Services,Industrials,11432.0,18.44,12.23,12.23,10.0,2414.0,38.66,16.68,16.68,10.0,11.4,8.1,14.54,4.0,True,9.05,13.0,13.0,25.0,15.75,True,21.81,9.0,2.0,True,8911.0,0.0,27.09,2078.0,7.0,10.0,True,70.0,43.0,True,32.8,27.09,81.22,-3.61,-3.61,1.8,0.25,5.37,3.91,,,
MBAPL,Chemicals,Fertilizers,Commodities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.76,0.2,0.22,0.19,0.19,,,,,
MBLINFRA,Construction,Civil Construction,Industrials,128.0,-9.68,-23.89,-21.23,11.0,169.0,-8.6,7.5,7.41,11.0,36.8,13.6,66.5,2.0,False,,3.0,13.0,-2.27,-24.76,True,-0.61,-76.17,956.0,True,974.0,0.98,17.35,46.0,8.0,12.0,False,66.7,6.0,False,5.6,17.35,74.01,2.56,5.76,0.01,-0.03,0.0,-0.54,,,
MCLEODRUSS,Fast Moving Consumer Goods,Tea & Coffee,Fast Moving Consumer Goods,1185.0,0.72,-3.23,-3.68,11.0,-198.0,,,,11.0,3.6,4.2,19.95,1.0,True,,3.0,13.0,2.0,-11.0,True,-3.49,-58.25,1911.0,False,63.0,30.33,-314.29,72.0,12.0,12.0,False,100.0,-2.0,False,-1.0,-314.29,6.25,0.0,0.0,1.43,0.06,0.61,-0.68,,,
MCLOUD,Information Technology,Computers - Software & Consulting,Information Technology,600.0,28.09,,52.98,8.0,103.0,71.22,,78.49,8.0,19.2,13.3,8.61,4.0,True,0.0,13.0,13.0,32.0,32.25,True,0.5,0.0,271.0,True,578.0,0.47,17.82,143.0,6.0,9.0,False,66.7,23.0,False,21.2,17.82,54.04,-4.26,-4.6,0.26,-0.66,0.0,0.0,,,
MCX,Financial Services,Exchange and Data Platform,Financial Services,1113.0,22.84,17.49,11.35,11.0,560.0,18.87,16.09,12.52,11.0,37.6,35.6,121.26,4.0,True,150.62,11.0,13.0,74.0,64.75,True,15.73,150.48,1.0,True,2087.0,0.0,26.83,950.0,10.0,12.0,True,83.3,43.0,True,18.6,26.83,,,,20.64,-2.49,59.16,2.89,,,
MEDANTA,Healthcare,Hospital,Healthcare,3692.0,19.74,,13.07,8.0,481.0,67.95,,13.88,8.0,21.6,18.2,18.88,4.0,True,-33.57,13.0,13.0,19.0,22.0,False,3.54,-33.46,945.0,False,3708.0,0.25,12.97,624.0,9.0,9.0,False,100.0,20.0,True,15.4,12.97,33.01,-0.02,-0.04,10.54,-1.94,13.99,3.48,,,
MEDIASSIST,Financial Services,Insurance Distributors,Financial Services,723.0,17.78,,17.34,6.0,92.0,21.32,,23.44,6.0,22.4,24.0,28.88,4.0,True,-86.19,12.0,12.0,18.62,19.83,False,0.56,-86.63,305.0,False,579.0,0.53,15.89,138.0,7.0,7.0,True,100.0,19.0,False,22.0,15.89,4.62,-15.94,-34.29,25.27,11.23,49.91,7.19,,,
MEDICAMEQ,Healthcare,Pharmaceuticals,Healthcare,163.0,5.45,,4.8,6.0,7.0,-11.65,,-8.59,6.0,15.4,15.3,3.92,2.0,False,-43.84,13.0,13.0,9.34,6.39,True,1.61,-41.03,39.0,False,276.0,0.14,2.54,-8.0,4.0,7.0,False,57.1,6.0,False,9.8,2.54,40.46,-2.53,-2.75,0.02,-0.04,0.44,-0.43,,,
MEDICO,Healthcare,Pharmaceuticals,Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.38,-5.45,-11.96,0.49,0.1,0.0,-0.78,,,
MEDPLUS,Consumer Services,Pharmacy Retail,Consumer Discretionary,6136.0,16.4,16.19,16.19,10.0,150.0,137.14,35.86,35.86,10.0,6.8,5.3,15.7,4.0,True,26.09,13.0,13.0,9.0,8.75,False,4.82,25.85,1193.0,False,1845.0,0.65,8.13,540.0,8.0,11.0,True,72.7,10.0,True,9.0,8.13,40.29,-0.1,-0.16,16.83,1.6,26.58,0.92,,,
MEGASTAR,Fast Moving Consumer Goods,Other Food Products,Fast Moving Consumer Goods,361.0,17.38,,16.96,6.0,4.0,5.92,,12.25,6.0,5.8,5.7,52.33,4.0,False,580.0,13.0,13.0,6.71,6.92,False,2.71,577.5,174.0,False,98.0,1.78,4.08,-10.0,4.0,7.0,False,57.1,9.0,False,13.6,4.08,61.47,0.0,-6.92,1.06,-0.87,1.79,0.17,,,
MENONBE,Automobile and Auto Components,Auto Components & Equipments,Consumer Discretionary,243.0,57.59,,57.59,5.0,25.0,90.37,,90.37,5.0,20.2,20.3,31.72,4.0,True,69.1,13.0,13.0,18.8,17.34,True,1.65,68.37,53.0,False,160.0,0.33,15.62,27.0,5.0,6.0,False,83.3,20.0,True,17.2,15.62,68.44,0.0,-1.74,0.38,-0.08,,,,,
METROBRAND,Consumer Durables,Footwear,Consumer Discretionary,2507.0,14.3,13.1,12.78,11.0,354.0,17.07,15.75,15.15,11.0,29.0,25.6,15.36,4.0,True,36.84,13.0,13.0,33.0,30.25,True,4.71,35.34,1439.0,False,1817.0,0.79,19.48,698.0,9.0,9.0,True,100.0,19.0,False,18.4,19.48,71.83,-0.1,-2.34,3.81,0.38,7.51,0.33,,,
METROPOLIS,Healthcare,Healthcare Service Provider,Healthcare,1331.0,9.23,11.31,11.86,11.0,146.0,2.67,7.94,7.94,11.0,26.0,26.3,25.7,4.0,True,35.48,13.0,13.0,23.0,22.25,True,2.0,30.72,201.0,False,1432.0,0.14,10.2,263.0,12.0,12.0,True,100.0,15.0,False,22.6,10.2,48.87,-0.53,-0.87,11.68,-5.05,34.73,4.73,,,
MFSL,Financial Services,Life Insurance,Financial Services,46469.0,20.57,12.04,13.43,11.0,403.0,8.1,1.0,6.15,11.0,1.4,2.5,59.8,1.0,True,-35.71,12.0,13.0,1.0,0.5,True,1.06,-34.57,1829.0,False,5304.0,0.34,7.6,8352.0,12.0,12.0,False,100.0,8.0,False,11.6,7.6,1.25,-2.09,-5.27,45.13,-2.37,47.35,4.66,,,
MGEL,Fast Moving Consumer Goods,Other Agricultural Products,Fast Moving Consumer Goods,2281.0,31.41,,34.23,6.0,23.0,62.98,,50.24,6.0,1.6,1.7,50.58,3.0,True,34.44,13.0,13.0,1.69,1.56,True,0.26,36.84,234.0,False,226.0,1.04,10.18,-39.0,2.0,7.0,True,28.6,17.0,True,11.6,10.18,71.47,-0.54,-3.52,0.17,0.17,0.0,0.0,,,
MGL,"Oil, Gas & Consumable Fuels",LPG/CNG/PNG/LNG Supplier,Energy,7264.0,,,7.39,2.0,1040.0,,,14.74,2.0,23.3,23.3,11.53,4.0,False,-9.05,13.0,13.0,17.0,19.25,False,20.36,-9.11,221.0,False,6209.0,0.04,16.75,1406.0,3.0,3.0,True,100.0,23.0,,28.5,16.75,32.5,0.0,0.0,24.89,-0.86,20.83,-0.27,,,
MHLXMIRU,Textiles,Other Textile Products,Consumer Discretionary,267.0,3.21,,4.76,6.0,8.0,14.87,,17.76,6.0,9.2,8.4,12.85,4.0,True,7.11,13.0,13.0,6.94,6.91,False,2.13,7.04,52.0,True,92.0,0.57,8.7,6.0,7.0,7.0,False,100.0,10.0,True,8.6,8.7,64.8,0.0,0.0,0.1,0.01,0.07,0.0,,,
MHRIL,Consumer Services,Hotels & Resorts,Consumer Discretionary,2781.0,3.23,13.1,13.72,11.0,126.0,,4.52,3.42,11.0,17.8,16.1,10.95,3.0,True,-96.05,12.0,13.0,19.16,21.0,False,0.11,-93.6,3481.0,False,732.0,4.76,17.21,621.0,12.0,12.0,False,100.0,10.0,False,8.2,17.21,66.74,-0.01,-0.03,5.51,0.14,10.38,0.19,,,
MICEL,Capital Goods,Other Industrial Products,Industrials,95.0,116.44,-4.46,0.29,11.0,10.0,,17.46,,11.0,-17.2,-139.3,667.91,4.0,True,-13.36,12.0,13.0,4.4,17.12,False,0.08,-11.11,46.0,False,228.0,0.2,4.39,-49.0,2.0,12.0,False,16.7,9.0,True,1.4,4.39,55.52,-10.94,-19.11,0.16,-3.99,,,,,
MIDHANI,Capital Goods,Aerospace & Defense,Industrials,1074.0,8.54,,7.12,6.0,111.0,-6.82,,-2.72,6.0,25.8,26.1,15.97,1.0,True,7.69,13.0,13.0,20.0,19.75,False,1.48,8.82,338.0,True,1441.0,0.23,7.7,217.0,6.0,7.0,True,85.7,11.0,False,15.0,7.7,74.0,0.0,0.0,1.25,-0.01,7.92,-0.56,,,
MINDACORP,Automobile and Auto Components,Auto Components & Equipments,Consumer Discretionary,5056.0,12.44,9.91,11.09,11.0,255.0,,11.23,11.24,11.0,10.4,10.0,24.5,4.0,True,29.23,13.0,13.0,12.0,11.75,False,3.58,32.1,1536.0,False,2440.0,0.63,10.45,544.0,11.0,12.0,True,91.7,13.0,False,13.2,10.45,64.84,0.0,0.0,9.09,1.11,18.43,0.01,,,
MINDTECK,Information Technology,Computers - Software & Consulting,Information Technology,424.0,8.97,2.89,2.33,11.0,29.0,,4.32,3.92,11.0,7.6,5.1,-3.42,0.0,True,-36.32,13.0,13.0,10.4,8.81,True,1.58,-36.55,6.0,False,280.0,0.02,10.36,24.0,10.0,12.0,True,83.3,16.0,True,14.0,10.36,64.2,-0.29,-0.71,0.07,0.05,0.0,0.0,,,
MIRCELECTR,Consumer Durables,Consumer Electronics,Consumer Discretionary,760.0,-17.11,-4.69,-4.69,10.0,-19.0,,,,10.0,0.6,2.7,,,,,,,,,,,,200.0,True,138.0,1.45,-13.77,20.0,11.0,11.0,False,100.0,-3.0,True,-1.0,-13.77,40.51,-12.86,-12.85,0.07,0.01,0.0,-0.01,,,
MIRZAINT,Consumer Durables,Leather And Leather Products,Consumer Discretionary,581.0,-14.36,7.31,9.01,11.0,-3.0,,,,11.0,9.6,11.0,3.35,1.0,True,,10.0,13.0,-1.1,5.04,False,-0.53,29.27,23.0,True,577.0,0.04,-0.52,28.0,8.0,11.0,False,72.7,1.0,False,7.8,-0.52,72.99,1.72,1.22,0.25,0.08,0.01,0.0,,,
MMFL,Automobile and Auto Components,Auto Components & Equipments,Consumer Discretionary,1525.0,14.67,23.09,21.63,11.0,122.0,23.77,24.17,21.75,11.0,18.4,17.7,10.7,1.0,True,-33.33,13.0,13.0,17.0,18.0,False,3.64,-33.82,1216.0,False,927.0,1.31,13.16,182.0,12.0,12.0,True,100.0,12.0,False,12.8,13.16,56.33,0.0,0.0,1.74,-2.01,8.55,-1.3,,,
MMP,Metals & Mining,Aluminium,Commodities,692.0,23.38,15.99,15.99,10.0,39.0,15.47,25.57,25.57,10.0,8.8,9.9,20.83,4.0,False,0.0,12.0,13.0,9.0,7.75,True,4.5,5.39,173.0,False,320.0,0.54,12.19,57.0,11.0,11.0,True,100.0,14.0,True,12.6,12.19,74.48,0.0,0.0,0.01,-0.02,0.0,0.0,,,
MMTC,Services,Trading & Distributors,Services,1.0,-86.94,-63.52,-60.6,11.0,87.0,,,,11.0,-3323.8,-1661.9,,0.0,False,1050.0,13.0,13.0,-6768.0,-5578.75,True,0.31,1450.0,32.0,True,1923.0,0.02,4.52,-363.0,4.0,12.0,False,33.3,8.0,False,11.6,4.52,89.93,0.0,0.0,0.02,-0.09,1.77,-0.09,,,
MOBIKWIK,Financial Services,Financial Technology (Fintech),Financial Services,1170.0,,,41.85,4.0,-122.0,,,,4.0,-17.0,-17.0,7.23,1.0,True,,3.0,10.0,2.32,-9.95,True,0.51,-107.16,341.0,False,524.0,0.65,-23.28,-68.0,1.0,5.0,False,20.0,-15.0,True,-20.0,-23.28,25.11,-0.07,-0.07,3.19,-1.64,4.77,-4.08,,,
MODIRUBBER,Automobile and Auto Components,Tyres & Rubber Products,Consumer Discretionary,29.0,42.13,-14.81,17.33,11.0,20.0,,2.26,13.43,11.0,-289.0,-266.7,-29.07,0.0,False,-17.93,13.0,13.0,-104.23,-83.46,True,2.03,-17.81,19.0,True,692.0,0.03,2.89,-29.0,3.0,12.0,False,25.0,3.0,False,3.8,2.89,62.2,-0.49,2.7,1.98,-0.04,0.01,0.0,,,
MODISONLTD,Capital Goods,Other Electrical Equipment,Industrials,490.0,17.48,,12.41,9.0,25.0,10.76,,19.58,9.0,9.4,11.5,19.01,4.0,True,233.33,12.0,13.0,13.0,11.0,True,6.18,245.25,85.0,False,226.0,0.38,11.06,-16.0,9.0,10.0,False,90.0,15.0,True,14.2,11.06,52.11,0.0,0.0,0.48,0.0,0.0,0.0,,,
MOIL,Metals & Mining,Industrial Minerals,Commodities,1034.0,4.7,,4.7,5.0,248.0,-10.34,,-10.34,5.0,29.8,32.5,4.69,2.0,False,-7.27,11.0,11.0,28.0,16.25,True,2.16,0.47,0.0,False,2705.0,,9.17,58.0,5.0,6.0,False,83.3,11.0,False,16.2,9.17,64.68,0.0,0.0,4.83,1.71,6.81,-1.43,,,
MOKSH,Consumer Durables,"Gems, Jewellery And Watches",Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.09,-15.04,-15.04,4.53,4.53,0.08,0.08,,,
MOL,Chemicals,Pesticides & Agrochemicals,Commodities,2080.0,24.33,,24.33,5.0,-11.0,,,,5.0,10.2,11.0,-10.51,0.0,False,,5.0,13.0,7.42,9.79,False,-0.14,-17.65,841.0,False,1539.0,0.55,-0.71,66.0,6.0,6.0,False,100.0,3.0,False,11.8,-0.71,48.98,-0.35,-0.34,1.33,-0.57,0.0,-0.27,,,
MOLDTECH,Construction,Civil Construction,Industrials,146.0,7.65,12.0,12.49,11.0,12.0,1.76,9.15,17.69,11.0,21.4,18.9,56.76,1.0,True,620.37,12.0,13.0,10.33,3.15,True,1.35,610.53,5.0,True,130.0,0.04,9.23,24.0,12.0,12.0,False,100.0,11.0,False,26.8,9.23,49.71,0.67,0.7,0.26,0.26,0.48,0.16,,,
MOLDTKPAC,Capital Goods,Packaging,Industrials,631.0,15.96,,15.41,6.0,64.0,21.67,,17.76,6.0,18.4,18.0,10.56,4.0,False,-5.56,13.0,13.0,18.0,19.25,False,5.54,-14.77,44.0,True,457.0,0.1,14.0,2.0,7.0,7.0,False,100.0,22.0,True,20.6,14.0,33.07,0.17,0.21,10.36,-1.79,20.12,-1.92,,,
MONARCH,Financial Services,Stockbroking & Allied,Financial Services,328.0,36.19,18.51,20.54,11.0,149.0,136.83,43.59,,11.0,52.0,37.9,18.18,1.0,True,9.76,13.0,13.0,70.0,68.5,True,5.73,11.05,11.0,True,880.0,0.01,16.93,30.0,8.0,12.0,True,66.7,33.0,True,41.4,16.93,53.41,0.63,-2.46,1.44,-0.11,0.15,-0.65,,,
MONTECARLO,Textiles,Garments & Apparels,Consumer Discretionary,1100.0,,,15.32,4.0,81.0,,,5.25,4.0,18.0,18.0,10.75,3.0,False,10.31,8.0,13.0,27.0,10.75,True,51.61,10.61,743.0,False,834.0,0.89,9.71,73.0,4.0,5.0,True,80.0,13.0,False,16.5,9.71,73.17,0.0,0.0,1.18,0.07,1.47,-0.61,,,
MOREPENLAB,Healthcare,Pharmaceuticals,Healthcare,1812.0,16.26,16.28,15.62,11.0,118.0,28.26,50.34,,11.0,8.8,9.5,6.84,1.0,True,3.7,13.0,13.0,10.0,8.0,True,0.5,2.04,158.0,False,1197.0,0.13,9.86,32.0,10.0,12.0,True,83.3,15.0,True,17.2,9.86,35.66,0.0,-2.56,1.62,-0.6,1.25,-0.39,,,
MOSCHIP,Information Technology,Computers Hardware & Equipments,Information Technology,467.0,36.38,54.57,44.73,11.0,33.0,,,,11.0,11.8,-15.1,18.41,4.0,True,-60.76,13.0,13.0,10.13,11.12,False,0.22,-62.07,48.0,True,367.0,0.13,8.99,100.0,5.0,12.0,True,41.7,12.0,True,8.0,8.99,40.97,-3.58,-6.67,0.47,-1.72,,,,,
MOTHERSON,Automobile and Auto Components,Auto Components & Equipments,Consumer Discretionary,113663.0,13.36,12.61,12.73,11.0,4146.0,26.22,12.37,12.85,11.0,8.2,8.6,13.53,4.0,True,8.94,13.0,13.0,10.0,9.0,True,0.97,16.87,19777.0,True,37132.0,0.53,11.17,6286.0,12.0,12.0,True,100.0,14.0,True,9.8,11.17,48.6,-9.52,-16.19,11.75,-2.56,21.57,2.37,,,
MOTILALOFS,Financial Services,Stockbroking & Allied,Financial Services,8340.0,28.74,26.87,29.96,11.0,2508.0,67.54,32.98,45.03,11.0,52.4,47.6,5.97,1.0,True,0.0,12.0,13.0,52.0,46.0,True,9.42,0.0,15696.0,False,12871.0,1.22,19.49,1215.0,6.0,12.0,True,50.0,19.0,True,18.8,19.49,67.62,-1.09,-1.77,6.93,1.05,6.42,0.03,,,
MOTISONS,Consumer Durables,"Gems, Jewellery And Watches",Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.73,-0.27,-0.27,0.74,0.37,0.5,0.02,,,
MPHASIS,Information Technology,Computers - Software & Consulting,Information Technology,14230.0,9.98,9.4,16.74,11.0,1702.0,7.51,9.69,16.99,11.0,18.4,17.4,12.41,4.0,True,3.27,13.0,13.0,19.0,18.75,False,23.21,2.88,1979.0,False,9622.0,0.21,17.69,1905.0,12.0,12.0,True,100.0,23.0,False,25.6,17.69,30.59,-9.64,-24.93,19.79,-0.99,45.26,10.64,,,
MPSLTD,Consumer Services,E-Learning,Consumer Discretionary,727.0,16.97,12.49,12.6,11.0,149.0,19.95,9.34,12.2,11.0,28.8,29.4,-2.15,0.0,False,-12.2,13.0,13.0,32.0,30.25,True,20.75,-12.82,10.0,False,490.0,0.02,30.41,101.0,12.0,12.0,False,100.0,41.0,True,33.6,30.41,68.34,0.0,0.0,1.63,-0.39,1.16,0.73,,,
MRF,Automobile and Auto Components,Tyres & Rubber Products,Consumer Discretionary,28152.0,11.64,7.76,7.86,11.0,1869.0,5.6,7.49,7.91,11.0,14.2,15.7,14.98,4.0,True,119.68,13.0,13.0,17.0,15.25,True,1631.25,119.32,3631.0,False,19441.0,0.19,9.61,1868.0,11.0,12.0,False,91.7,14.0,True,11.4,9.61,27.73,-0.07,-0.03,18.18,-0.02,12.5,0.5,,,
MRPL,"Oil, Gas & Consumable Fuels",Refineries & Marketing,Energy,94682.0,13.52,5.13,2.58,11.0,56.0,,,-19.47,11.0,5.2,4.8,12.99,1.0,True,369.58,10.0,13.0,11.0,6.0,True,8.28,370.45,10824.0,True,13318.0,0.81,0.42,1878.0,9.0,12.0,False,75.0,4.0,False,12.6,0.42,88.58,0.0,0.0,2.05,0.69,1.05,-0.61,,,
MSPL,Capital Goods,Iron & Steel Products,Industrials,2905.0,13.64,10.3,8.44,11.0,-28.0,,,,11.0,5.2,5.7,-10.87,0.0,False,-33.21,8.0,13.0,5.09,5.16,False,0.1,-33.33,281.0,True,913.0,0.31,-3.07,189.0,11.0,12.0,True,91.7,6.0,True,5.8,-3.07,37.74,0.89,-3.87,0.37,-0.15,16.7,3.8,,,
MSTCLTD,Services,Trading & Distributors,Services,311.0,-24.05,-25.22,-22.93,11.0,407.0,33.22,14.73,,11.0,20.8,9.9,8.64,3.0,False,-79.68,13.0,13.0,56.0,57.5,False,7.3,-79.51,145.0,False,830.0,0.17,49.04,260.0,8.0,12.0,False,66.7,29.0,False,30.0,49.04,64.75,0.0,0.0,3.8,-2.38,1.22,-0.46,,,
MSUMI,Automobile and Auto Components,Auto Components & Equipments,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.72,-0.01,-0.01,10.14,0.28,17.17,0.43,,,
MTARTECH,Capital Goods,Aerospace & Defense,Industrials,676.0,25.87,,25.87,5.0,53.0,11.32,,11.32,5.0,25.4,25.7,59.77,1.0,True,118.75,13.0,13.0,23.0,18.25,True,11.28,117.34,186.0,True,744.0,0.25,7.12,101.0,5.0,6.0,True,83.3,10.0,False,15.6,7.12,30.59,-0.83,-6.67,12.24,5.23,29.96,6.79,,,
MTNL,Telecommunication,Telecom - Cellular & Fixed line services,Telecommunication,698.0,-15.54,-14.88,-13.58,11.0,-3328.0,,,,11.0,-38.8,-45.1,-24.14,0.0,True,,0.0,13.0,-21.0,-52.0,True,-14.24,7.31,34064.0,False,-28799.0,,,340.0,6.0,12.0,True,50.0,-7.0,False,-6.0,,56.25,0.0,0.0,0.05,-0.04,13.43,-0.06,,,
MUFIN,Financial Services,Non Banking Financial Company (NBFC),Financial Services,182.0,,,85.71,1.0,19.0,,,18.75,1.0,,,15.13,4.0,False,22.13,10.0,10.0,,,,0.4,11.11,1238.0,False,317.0,3.91,5.99,-153.0,0.0,2.0,,0.0,,,,8.0,47.3,-7.01,-7.47,1.12,-0.13,9.14,-3.39,8.0,7.5,
MUFTI,Consumer Services,Speciality Retail,Consumer Discretionary,618.0,,,26.02,4.0,68.0,,,118.2,4.0,27.6,27.6,15.04,4.0,True,100.0,11.0,11.0,27.0,29.0,False,2.12,92.73,237.0,False,410.0,0.58,16.59,159.0,5.0,5.0,True,100.0,19.0,False,20.8,16.59,55.01,0.37,-0.39,0.46,-0.01,2.33,-3.35,,,
MUKANDLTD,Metals & Mining,Iron & Steel,Commodities,4890.0,10.84,4.95,6.23,11.0,76.0,,20.27,,11.0,-0.8,3.4,5.47,1.0,True,-33.33,13.0,13.0,5.0,5.25,False,0.71,-31.07,1811.0,False,958.0,1.89,7.93,180.0,8.0,12.0,True,66.7,10.0,True,0.6,7.93,74.7,0.0,0.0,0.28,0.08,1.1,0.0,,,
MUKKA,Fast Moving Consumer Goods,Animal Feed,Fast Moving Consumer Goods,1006.0,12.88,,16.18,6.0,48.0,27.94,,22.8,6.0,6.8,6.3,115.84,2.0,True,0.0,13.0,13.0,7.0,7.75,False,0.79,-10.23,610.0,False,444.0,1.37,10.81,-112.0,2.0,7.0,False,28.6,12.0,False,16.4,10.81,73.33,0.0,0.0,1.7,-0.93,0.17,-1.81,,,
MUNJALAU,Automobile and Auto Components,Auto Components & Equipments,Consumer Discretionary,2066.0,10.82,,9.27,6.0,39.0,57.69,,0.88,6.0,5.0,5.0,16.09,2.0,True,,10.0,13.0,7.0,6.25,False,1.35,-713.64,395.0,False,432.0,0.91,9.03,25.0,7.0,7.0,False,100.0,12.0,True,11.4,9.03,74.81,0.0,0.0,0.03,-0.01,0.03,0.0,,,
MUNJALSHOW,Automobile and Auto Components,Auto Components & Equipments,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.02,0.0,0.0,0.17,-1.63,0.01,0.0,,,
MUTHOOTCAP,Financial Services,Non Banking Financial Company (NBFC),Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.33,0.71,0.71,1.38,-0.08,1.43,0.16,,,
MUTHOOTFIN,Financial Services,Non Banking Financial Company (NBFC),Financial Services,20214.0,15.86,16.64,16.64,10.0,5352.0,11.05,23.06,23.06,10.0,,,57.76,4.0,True,102.8,13.0,13.0,,,,69.84,101.85,160749.0,False,32818.0,4.9,16.31,-26525.0,1.0,11.0,False,9.1,,,,20.0,73.35,0.0,0.0,11.75,1.49,11.13,-1.86,20.0,21.4,True
MUTHOOTMF,Financial Services,Microfinance Institutions,Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.47,0.0,0.0,23.17,-2.62,3.03,0.59,,,
MVGJL,Consumer Durables,"Gems, Jewellery And Watches",Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.28,0.0,0.0,0.6,-1.15,1.11,-0.05,,,
