Symbol,Sector,Industry,Broad Sector,TTM Revenue,Revenue CAGR 5Y,Revenue CAGR 10Y,Revenue CAGR Max,Revenue CAGR Years,TTM Profit,Profit CAGR 5Y,Profit CAGR 10Y,Profit CAGR Max,Profit CAGR Years,Avg OPM 5Y,Avg OPM 10Y,Revenue YoY Q,Revenue Consecutive YoY,Revenue Accelerating,Profit YoY Q,Profit Positive Q,Total Quarters,Latest OPM Q,Avg OPM 4Q,Margin Improving,Latest EPS Q,EPS YoY Growth,Latest Debt,Debt Reducing,Latest Equity,Debt to Equity,ROE,Latest Operating CF,CF Positive Years,CF Total Years,CF Growing,CF Consistency,Latest ROCE,ROCE Improving,Avg ROCE 5Y,Final ROE,Promoter Holding,Promoter Change 4Q,Promoter Change 8Q,FII Holding,FII Change 4Q,DII Holding,DII Change 4Q,ROE from Ratios,ROE Avg 5Y,ROE Improving
ELGIRUBCO,Capital Goods,Rubber,Industrials,384.0,0.85,-1.35,-2.17,11.0,-4.0,,,,11.0,3.8,3.6,9.89,1.0,True,,4.0,13.0,-24.0,-8.75,False,-5.73,718.57,305.0,True,167.0,1.83,-2.4,-8.0,10.0,12.0,False,83.3,0.0,False,3.6,-2.4,65.03,0.0,0.0,0.06,0.05,0.94,-0.01,,,
ELIN,Consumer Durables,Household Appliances,Consumer Discretionary,1180.0,8.47,,13.25,7.0,29.0,8.83,,9.88,7.0,5.8,6.4,10.21,4.0,False,161.43,13.0,13.0,3.98,5.44,False,0.74,164.29,15.0,False,554.0,0.03,5.23,17.0,7.0,8.0,False,87.5,7.0,False,11.2,5.23,32.98,-0.43,-0.01,0.68,0.3,6.14,-5.92,,,
EMAMILTD,Fast Moving Consumer Goods,Personal Care,Fast Moving Consumer Goods,3809.0,7.49,6.26,7.61,11.0,803.0,21.6,5.17,6.49,11.0,27.6,27.9,9.82,1.0,True,14.34,13.0,13.0,33.0,25.25,True,7.32,14.55,72.0,True,2931.0,0.02,27.4,896.0,12.0,12.0,True,100.0,32.0,True,30.4,27.4,54.84,0.0,0.0,9.03,-5.08,26.72,5.02,,,
EMAMIPAP,Forest Materials,Paper & Paper Products,Commodities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.97,-0.01,-0.01,0.53,-0.03,0.07,0.07,,,
EMAMIREAL,Realty,"Residential, Commercial Projects",Consumer Discretionary,82.0,-39.84,11.34,,11.0,-126.0,,,,11.0,-55.2,1427.2,-91.23,0.0,False,,0.0,13.0,-542.0,-497.75,False,-8.5,65.37,1910.0,True,-145.0,,,-75.0,5.0,12.0,False,41.7,-2.0,False,0.6,,68.45,4.99,5.0,0.0,-0.15,0.08,-0.01,,,
EMCURE,Healthcare,Pharmaceuticals,Healthcare,7896.0,9.36,,8.97,6.0,707.0,47.58,,22.52,6.0,20.8,19.1,20.38,4.0,True,48.08,11.0,11.0,21.0,20.25,True,12.16,49.94,1659.0,True,4743.0,0.35,14.91,852.0,7.0,7.0,True,100.0,21.0,False,21.8,14.91,77.87,-0.07,-0.21,3.59,0.54,6.1,2.23,,,
EMIL,Consumer Services,Diversified Retail,Consumer Discretionary,6965.0,17.04,,17.04,5.0,160.0,14.3,,14.3,5.0,6.4,6.5,7.48,2.0,False,-11.76,13.0,13.0,6.0,5.75,False,0.77,-11.49,1963.0,False,1557.0,1.26,10.28,176.0,5.0,6.0,True,83.3,10.0,False,12.0,10.28,65.17,0.0,-7.8,6.15,-3.08,18.93,0.97,,,
EMKAY,Financial Services,Stockbroking & Allied,Financial Services,360.0,21.67,11.9,14.4,11.0,57.0,,,,11.0,16.4,16.8,12.65,1.0,True,-49.82,12.0,13.0,9.49,4.9,True,1.66,-51.6,81.0,False,302.0,0.27,18.87,-2.0,7.0,12.0,True,58.3,20.0,True,15.8,18.87,71.91,-1.45,-2.58,0.8,-0.03,0.05,-0.05,,,
EMMBI,Capital Goods,Packaging,Industrials,404.0,,,,,6.0,,,,,9.0,9.0,9.09,2.0,False,-34.12,6.0,6.0,9.93,9.49,True,0.58,-36.96,165.0,,196.0,0.84,3.06,25.0,1.0,1.0,,100.0,,,,3.06,62.94,1.54,4.04,0.0,-0.17,0.0,0.0,,,
EMSLIMITED,Utilities,Waste Management,Utilities,966.0,24.27,,24.27,5.0,184.0,20.64,,20.64,5.0,28.2,28.5,-18.37,0.0,True,-62.75,13.0,13.0,15.0,20.75,False,3.39,-62.71,165.0,False,1042.0,0.16,17.66,34.0,5.0,6.0,True,83.3,27.0,False,31.8,17.66,69.7,0.0,0.0,0.21,-0.45,0.04,-0.36,,,
EMUDHRA,Information Technology,IT Enabled Services,Information Technology,519.0,34.94,,31.15,6.0,87.0,37.04,,31.27,6.0,31.0,30.6,35.25,4.0,True,31.82,13.0,13.0,22.0,23.5,False,3.46,36.76,16.0,False,813.0,0.02,10.7,102.0,7.0,7.0,True,100.0,15.0,False,21.2,10.7,54.4,0.0,-3.3,4.16,-0.88,16.75,1.9,,,
ENDURANCE,Automobile and Auto Components,Auto Components & Equipments,Consumer Discretionary,11561.0,10.83,8.93,9.61,11.0,836.0,8.11,12.65,13.63,11.0,13.4,14.0,26.2,4.0,True,20.65,13.0,13.0,13.0,13.25,False,15.76,20.21,1229.0,False,6258.0,0.2,13.36,1532.0,12.0,12.0,True,100.0,17.0,True,15.8,13.36,75.0,0.0,0.0,13.72,2.22,9.2,-2.54,,,
ENGINERSIN,Construction,Civil Construction,Industrials,3088.0,-0.94,5.9,4.79,11.0,580.0,6.47,6.36,1.68,11.0,11.6,14.6,58.17,4.0,True,218.35,13.0,13.0,29.0,20.0,False,6.18,220.21,20.0,True,2705.0,0.01,21.44,109.0,11.0,12.0,True,91.7,25.0,True,24.2,21.44,51.32,0.0,0.0,7.74,0.85,13.38,2.79,,,
ENIL,"Media, Entertainment & Publication",Media & Entertainment,Consumer Discretionary,544.0,-0.15,2.19,3.22,11.0,12.0,1.76,-19.58,-16.21,11.0,7.4,15.8,3.81,4.0,False,-168.03,5.0,13.0,9.31,10.61,False,-1.35,-170.31,176.0,True,758.0,0.23,1.58,26.0,12.0,12.0,False,100.0,3.0,True,-3.8,1.58,71.15,0.0,0.0,6.27,0.15,3.96,-0.1,,,
ENTERO,Consumer Services,Pharmacy Retail,Consumer Discretionary,5096.0,30.43,,30.43,5.0,107.0,154.61,,154.61,5.0,2.0,2.0,25.61,4.0,True,17.24,12.0,13.0,4.0,4.0,False,6.35,8.55,443.0,False,1767.0,0.25,6.06,-77.0,0.0,6.0,False,0.0,9.0,True,4.6,6.06,52.42,-0.02,-0.02,5.14,-17.06,16.42,7.64,,,
EPACK,Consumer Durables,Household Appliances,Consumer Discretionary,2171.0,,,31.05,4.0,55.0,,,61.93,4.0,7.0,7.0,13.51,1.0,True,3.19,9.0,13.0,6.86,6.39,False,0.27,3.85,724.0,False,957.0,0.76,5.75,31.0,4.0,5.0,True,80.0,10.0,False,10.5,5.75,47.18,-0.86,-0.93,0.26,-1.05,7.06,-1.92,,,
EPIGRAL,Chemicals,Specialty Chemicals,Commodities,2550.0,,,32.43,4.0,358.0,,,37.21,4.0,29.8,29.8,-7.44,0.0,False,-62.5,13.0,13.0,17.0,23.5,False,9.07,-62.24,537.0,True,2101.0,0.26,17.04,441.0,5.0,5.0,False,100.0,25.0,False,25.8,17.04,68.83,-0.11,-2.55,2.36,-0.65,5.13,0.82,,,
EPL,Capital Goods,Packaging,Industrials,4213.0,8.82,6.14,6.42,11.0,364.0,11.42,9.64,11.31,11.0,18.2,18.5,13.31,4.0,True,-11.7,13.0,13.0,20.0,20.5,False,2.55,-12.97,850.0,True,2624.0,0.32,13.87,795.0,12.0,12.0,True,100.0,17.0,True,14.8,13.87,26.38,-25.07,-25.12,17.57,2.63,9.55,-2.03,,,
EQUITASBNK,Financial Services,Other Bank,Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.62,-0.8,49.96,7.34,,,
ERIS,Healthcare,Pharmaceuticals,Healthcare,2894.0,21.93,18.15,17.12,11.0,375.0,4.77,15.47,16.33,11.0,34.6,34.6,11.0,4.0,True,25.29,13.0,13.0,35.0,35.75,False,7.32,19.02,2389.0,True,3092.0,0.77,12.13,1065.0,12.0,12.0,True,100.0,12.0,False,18.4,12.13,54.85,-0.01,-0.05,6.85,-1.51,20.31,2.24,,,
ESABINDIA,Capital Goods,Other Industrial Products,Industrials,339.0,,,20.11,2.0,54.0,,,16.19,2.0,22.7,22.7,,,,,,,,,,,,0.0,True,104.0,,51.92,43.0,3.0,3.0,True,100.0,91.0,,99.5,51.92,73.72,0.0,0.0,1.51,-0.33,12.93,-0.17,,,
ESAFSFB,Financial Services,Other Bank,Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.29,-0.07,-0.1,0.01,-0.15,4.97,-0.05,,,
ESCORTS,Capital Goods,Tractors,Industrials,10244.0,12.01,9.55,4.22,11.0,1265.0,21.8,32.47,16.01,11.0,12.2,10.6,11.26,2.0,False,11.53,13.0,13.0,13.0,12.75,True,32.03,11.76,104.0,True,11885.0,0.01,10.64,1003.0,10.0,12.0,True,83.3,14.0,True,16.6,10.64,68.04,0.0,0.39,5.25,-0.64,12.2,2.0,,,
ESSARSHPNG,Services,Shipping,Services,10.0,-62.48,-40.86,-37.81,11.0,660.0,,,,11.0,-147.2,-63.9,-100.0,0.0,False,-320.0,7.0,13.0,-11175.0,-10880.25,False,-4.26,-321.88,1645.0,True,-2371.0,,,531.0,11.0,12.0,True,91.7,-208.0,False,-44.6,,73.75,0.0,0.0,0.0,0.0,0.02,-0.01,,,
ESTER,Capital Goods,Packaging,Industrials,1282.0,10.79,6.69,11.3,11.0,14.0,22.87,-19.91,-6.11,11.0,11.2,9.1,-2.02,0.0,False,-148.0,3.0,13.0,5.0,6.5,False,-1.27,-148.11,738.0,True,792.0,0.93,1.77,112.0,12.0,12.0,True,100.0,6.0,True,5.2,1.77,62.72,0.32,-1.32,0.06,0.02,0.13,0.12,,,
ETERNAL,Consumer Services,E-Retail/ E-Commerce,Consumer Discretionary,20243.0,50.69,,71.39,7.0,527.0,,,,7.0,-16.2,-45.0,201.85,4.0,True,72.88,11.0,13.0,2.0,1.75,True,0.11,83.33,3351.0,False,30822.0,0.11,1.71,308.0,2.0,6.0,True,33.3,3.0,True,-5.4,1.71,,,,36.24,-11.07,32.61,12.1,,,
ETHOSLTD,Consumer Durables,"Gems, Jewellery And Watches",Consumer Discretionary,1252.0,22.28,,18.86,6.0,96.0,,,39.55,6.0,14.0,12.9,26.76,4.0,False,6.9,13.0,13.0,13.0,13.25,False,11.37,3.36,314.0,False,1434.0,0.22,6.69,-20.0,4.0,7.0,False,57.1,14.0,False,14.2,6.69,50.58,-0.21,-7.3,12.59,-0.02,21.25,4.67,,,
EUREKAFORB,Consumer Durables,Household Appliances,Consumer Discretionary,2437.0,,,317.77,4.0,164.0,,,,4.0,3.0,3.0,7.97,4.0,False,-71.52,13.0,13.0,10.63,11.5,False,0.52,-71.27,91.0,False,4520.0,0.02,3.63,246.0,4.0,5.0,True,80.0,5.0,True,3.0,3.63,62.56,0.0,-10.0,13.87,1.31,6.45,-0.15,,,
EUROBOND,Capital Goods,"Aluminium, Copper & Zinc Products",Industrials,423.0,,,,,18.0,,,,,10.0,10.0,28.15,1.0,False,25.0,5.0,5.0,10.24,10.98,False,2.33,25.27,,,,,,9.0,1.0,1.0,,100.0,,,,,63.38,0.0,2.74,0.0,-0.89,1.29,0.05,,,
EVEREADY,Fast Moving Consumer Goods,Household Products,Fast Moving Consumer Goods,1345.0,1.95,0.5,1.41,11.0,82.0,-14.36,5.28,17.43,11.0,11.6,10.2,10.12,4.0,True,-43.13,11.0,13.0,8.98,11.14,True,1.02,-43.33,357.0,False,472.0,0.76,17.37,130.0,12.0,12.0,True,100.0,17.0,True,17.0,17.37,43.21,0.02,0.0,5.05,0.84,2.76,-0.01,,,
EVERESTIND,Construction Materials,Other Construction Materials,Commodities,1723.0,6.04,3.11,4.69,11.0,-4.0,,,,11.0,4.6,5.1,-23.72,0.0,False,,8.0,13.0,-7.0,-1.25,False,-23.95,144.64,309.0,False,577.0,0.54,-0.69,-90.0,10.0,12.0,True,83.3,1.0,False,9.4,-0.69,50.22,0.07,-0.06,10.28,-0.18,0.07,0.02,,,
EXCELINDUS,Chemicals,Specialty Chemicals,Commodities,978.0,6.86,7.33,8.08,11.0,85.0,-2.4,7.56,15.16,11.0,12.6,15.6,18.9,4.0,True,36.13,13.0,13.0,6.74,9.84,False,6.71,36.11,11.0,False,1808.0,0.01,4.7,62.0,12.0,12.0,False,100.0,7.0,False,10.4,4.7,52.69,0.12,0.09,2.01,-0.16,7.07,0.07,,,
EXICOM,Capital Goods,Heavy Electrical Equipment,Industrials,868.0,,,14.05,4.0,-110.0,,,,4.0,5.8,5.8,40.61,2.0,False,,7.0,13.0,-12.0,-12.25,False,-4.88,38.24,582.0,False,743.0,0.78,-14.8,-169.0,3.0,5.0,False,60.0,-6.0,False,11.5,-14.8,66.47,-3.1,-3.1,0.06,-0.68,3.68,-1.98,,,
EXIDEIND,Automobile and Auto Components,Auto Components & Equipments,Consumer Discretionary,17238.0,3.56,6.17,6.92,11.0,800.0,0.98,2.65,3.53,11.0,10.6,11.0,4.58,1.0,True,23.42,13.0,13.0,11.0,10.25,True,2.28,23.91,1645.0,False,14725.0,0.11,5.43,1273.0,12.0,12.0,True,100.0,9.0,False,11.4,5.43,45.99,0.0,0.0,10.91,-0.81,18.7,1.06,,,
EXPLEOSOL,Information Technology,IT Enabled Services,Information Technology,1025.0,30.58,16.96,16.34,11.0,103.0,20.82,16.69,11.87,11.0,18.6,18.3,8.14,4.0,False,10.0,13.0,13.0,16.0,15.0,False,14.26,11.84,20.0,True,704.0,0.03,14.63,179.0,12.0,12.0,True,100.0,21.0,False,31.0,14.63,71.05,0.0,0.0,0.32,-0.17,0.07,-0.93,,,
EXXARO,Consumer Durables,Ceramics,Consumer Discretionary,303.0,,,4.51,4.0,-0.0,,,,4.0,12.0,12.0,-10.49,0.0,False,-49.19,11.0,13.0,9.52,9.59,False,0.01,-66.67,88.0,True,279.0,0.32,,23.0,5.0,5.0,False,100.0,4.0,False,6.8,,42.07,0.0,0.0,4.02,-1.1,,,,,
FACT,Chemicals,Fertilizers,Commodities,4051.0,7.9,7.42,7.42,10.0,41.0,-46.95,,,10.0,10.2,5.9,65.23,3.0,True,-950.0,10.0,13.0,-3.0,2.25,False,-1.05,-975.0,3837.0,False,1375.0,2.79,2.98,140.0,9.0,11.0,False,81.8,9.0,False,25.8,2.98,90.0,0.0,0.0,0.21,0.11,0.05,-8.56,,,
FAIRCHEMOR,Chemicals,Specialty Chemicals,Commodities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.25,2.05,4.36,6.52,0.21,4.15,-1.54,,,
FCL,Chemicals,Specialty Chemicals,Commodities,533.0,22.15,17.98,17.91,11.0,109.0,50.75,21.94,26.8,11.0,22.0,21.7,46.03,1.0,True,7.14,13.0,13.0,19.0,19.5,True,0.23,-4.17,0.0,True,779.0,,13.99,69.0,12.0,12.0,False,100.0,24.0,False,31.4,13.99,62.3,-0.58,-2.73,2.95,0.11,1.27,-2.44,,,
FDC,Healthcare,Pharmaceuticals,Healthcare,2108.0,9.47,9.03,8.67,11.0,267.0,2.16,6.08,6.4,11.0,17.6,20.1,0.22,1.0,True,-24.32,13.0,13.0,11.0,12.75,False,1.74,-23.68,21.0,False,2431.0,0.01,10.98,318.0,12.0,12.0,True,100.0,16.0,True,16.8,10.98,69.66,0.0,0.0,2.32,-0.35,6.27,0.19,,,
FEDERALBNK,Financial Services,Private Sector Bank,Financial Services,28106.0,15.64,14.14,13.46,11.0,4234.0,21.64,14.88,15.72,11.0,,,1.31,4.0,False,18.3,13.0,13.0,,,,4.44,15.32,367566.0,False,36266.0,10.14,11.67,8801.0,9.0,12.0,True,75.0,,,,13.0,,,,24.94,-1.38,51.1,2.2,13.0,13.0,False
FEDFINA,Financial Services,Non Banking Financial Company (NBFC),Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.81,-0.23,-0.84,0.91,0.39,18.17,-3.19,,,
FIEMIND,Automobile and Auto Components,Auto Components & Equipments,Consumer Discretionary,2423.0,11.93,11.39,11.68,11.0,205.0,22.28,17.18,16.84,11.0,12.4,12.0,16.36,4.0,False,34.04,13.0,13.0,14.0,13.75,True,24.08,34.83,62.0,False,1080.0,0.06,18.98,233.0,12.0,12.0,True,100.0,28.0,True,23.0,18.98,54.51,-4.45,-12.05,6.93,3.71,10.87,4.83,,,
FILATEX,Textiles,Other Textile Products,Consumer Discretionary,4252.0,22.0,,22.0,5.0,134.0,68.04,,68.04,5.0,7.6,7.2,-1.78,0.0,False,17.02,7.0,7.0,9.0,7.5,True,1.24,16.98,141.0,True,1408.0,0.1,9.52,312.0,6.0,6.0,True,100.0,17.0,True,14.5,9.52,65.38,0.62,0.62,4.51,-1.43,2.38,0.1,,,
FINCABLES,Capital Goods,Cables - Electricals,Industrials,5319.0,13.08,,9.45,9.0,701.0,12.38,,8.77,9.0,11.4,13.2,35.28,4.0,True,11.56,13.0,13.0,10.0,10.5,False,10.73,11.42,22.0,False,5703.0,0.0,12.29,207.0,10.0,10.0,False,100.0,18.0,True,18.8,12.29,35.86,0.0,-0.06,9.42,-1.57,15.77,-0.48,,,
FINEORG,Chemicals,Specialty Chemicals,Commodities,2269.0,16.93,,14.71,9.0,410.0,19.97,,20.6,9.0,22.2,21.6,7.35,4.0,True,-10.84,13.0,13.0,17.0,20.0,False,24.11,-10.6,16.0,False,2477.0,0.01,16.55,204.0,9.0,9.0,False,100.0,26.0,False,36.6,16.55,75.0,0.0,0.0,4.43,-0.79,11.8,0.28,,,
FINOPB,Financial Services,Other Bank,Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,0.0,0.0,2.69,-1.01,0.45,-5.63,,,
FINPIPE,Capital Goods,Plastic Products - Industrial,Industrials,4142.0,6.77,,5.86,9.0,800.0,19.16,,13.4,9.0,16.8,17.5,-10.29,0.0,False,23.4,13.0,13.0,14.0,13.25,False,1.87,23.03,21.0,True,5914.0,0.0,13.53,383.0,10.0,10.0,True,100.0,9.0,True,18.0,13.53,52.47,0.0,0.0,5.87,-0.77,12.19,0.14,,,
FIRSTCRY,Consumer Services,E-Retail/ E-Commerce,Consumer Discretionary,7660.0,56.57,,57.18,6.0,-265.0,,,,6.0,0.0,-30.7,11.6,4.0,True,,0.0,11.0,4.0,2.5,True,-0.55,266.67,1661.0,False,4767.0,0.35,-5.56,-83.0,0.0,7.0,True,0.0,-0.0,True,-2.0,-5.56,,,,4.01,-5.61,21.97,5.32,,,
FIVESTAR,Financial Services,Non Banking Financial Company (NBFC),Financial Services,409.0,,,86.23,4.0,157.0,,,99.06,4.0,,,,,,,,,,,,,,2350.0,False,1365.0,1.72,11.5,-951.0,0.0,5.0,False,0.0,,,,16.0,18.56,-2.99,-7.98,52.95,-4.81,14.74,4.64,16.0,14.4,True
FLAIR,Fast Moving Consumer Goods,Stationary,Fast Moving Consumer Goods,1080.0,13.52,,17.09,6.0,119.0,19.42,,15.55,6.0,16.4,17.0,20.0,4.0,True,13.79,13.0,13.0,18.0,17.5,True,3.11,11.87,59.0,True,1079.0,0.05,11.03,54.0,7.0,7.0,False,100.0,16.0,False,23.8,11.03,78.59,0.0,0.0,0.3,0.21,10.12,-0.39,,,
FLUOROCHEM,Chemicals,Specialty Chemicals,Commodities,4737.0,12.7,,3.0,7.0,546.0,23.64,,12.46,7.0,26.4,24.6,-1.05,0.0,False,-19.05,13.0,13.0,24.0,26.5,False,9.29,-19.01,1722.0,True,7617.0,0.23,7.17,545.0,8.0,8.0,False,100.0,10.0,False,16.2,7.17,61.39,-1.18,-2.41,4.31,-0.3,12.81,2.76,,,
FMGOETZE,Automobile and Auto Components,Auto Components & Equipments,Consumer Discretionary,1800.0,10.65,1.32,4.1,11.0,170.0,34.24,12.79,15.16,11.0,13.4,14.3,14.55,4.0,True,0.0,13.0,13.0,14.0,16.75,False,5.22,0.38,2.0,True,1360.0,0.0,12.5,221.0,12.0,12.0,True,100.0,20.0,True,13.6,12.5,74.98,0.0,0.0,0.54,0.07,0.44,0.13,,,
FOCUS,Consumer Durables,Consumer Electronics,Consumer Discretionary,183.0,13.07,,11.25,8.0,15.0,49.63,,17.97,8.0,13.4,12.0,-9.3,0.0,False,,11.0,13.0,2.9,7.83,False,-0.21,,13.0,False,144.0,0.09,10.42,32.0,7.0,9.0,True,77.8,14.0,False,22.6,10.42,55.31,0.03,-0.78,0.01,-0.18,0.0,0.0,,,
FOODSIN,Fast Moving Consumer Goods,Packaged Foods,Fast Moving Consumer Goods,992.0,20.41,10.7,11.32,11.0,42.0,30.73,13.35,21.35,11.0,9.6,9.0,-20.57,0.0,False,-45.57,13.0,13.0,11.21,10.81,False,0.06,-45.45,482.0,False,544.0,0.89,7.72,15.0,7.0,12.0,True,58.3,12.0,False,12.6,7.72,25.4,-0.07,-2.31,0.14,-1.23,1.13,-0.01,,,
FORCEMOT,Automobile and Auto Components,Passenger Cars & Utility Vehicles,Consumer Discretionary,8072.0,21.24,13.07,13.41,11.0,801.0,74.15,22.89,23.58,11.0,7.2,7.8,12.71,4.0,True,253.04,12.0,13.0,18.0,15.75,True,308.21,252.2,0.0,True,3506.0,,22.85,971.0,12.0,12.0,True,100.0,30.0,True,10.2,22.85,61.63,0.0,0.0,10.46,2.31,1.8,0.9,,,
FORTIS,Healthcare,Hospital,Healthcare,7783.0,10.94,6.97,7.56,11.0,809.0,54.8,,,11.0,16.8,11.8,17.48,4.0,True,-22.44,13.0,13.0,22.0,22.75,False,2.57,-21.65,3195.0,False,9429.0,0.34,8.58,1424.0,11.0,12.0,True,91.7,12.0,True,8.8,8.58,31.17,0.0,0.0,27.84,1.07,29.33,-0.72,,,
FOSECOIND,Chemicals,Specialty Chemicals,Commodities,643.0,,,22.48,1.0,75.0,,,2.74,1.0,18.0,18.0,,,,,3.0,3.0,22.0,19.0,,16.72,,3.0,,1037.0,0.0,7.23,98.0,2.0,2.0,,100.0,17.0,,17.0,7.23,63.54,-11.44,-11.44,0.1,-0.04,0.59,0.03,,,
FSL,Services,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Services,7980.0,14.25,10.15,8.96,11.0,594.0,11.81,9.76,10.76,11.0,16.0,14.8,16.22,4.0,False,-25.0,13.0,13.0,16.0,15.75,True,1.7,-25.11,2369.0,False,4366.0,0.54,13.61,701.0,12.0,12.0,False,100.0,15.0,False,15.8,13.61,53.66,0.0,0.0,9.2,-1.81,25.19,4.3,,,
FUSION,Financial Services,Microfinance Institutions,Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.92,-2.79,-2.78,4.89,4.33,11.94,-6.19,,,
GABRIEL,Automobile and Auto Components,Auto Components & Equipments,Consumer Discretionary,4063.0,,,19.39,1.0,245.0,,,36.87,1.0,9.5,9.5,15.93,4.0,True,-8.33,11.0,11.0,9.0,9.75,False,3.81,-8.85,104.0,False,1277.0,0.08,19.19,204.0,2.0,2.0,,100.0,28.0,,28.0,19.19,55.0,0.0,0.0,6.49,1.16,16.2,2.74,,,
GAEL,Fast Moving Consumer Goods,Other Agricultural Products,Fast Moving Consumer Goods,4613.0,3.86,8.07,8.13,11.0,249.0,11.27,17.41,9.37,11.0,10.8,8.7,31.21,3.0,False,-7.04,13.0,13.0,7.0,6.0,True,1.44,-7.69,288.0,False,3093.0,0.09,8.05,341.0,10.0,12.0,True,83.3,11.0,False,20.6,8.05,63.84,0.0,0.0,1.6,-0.27,0.57,0.18,,,
GAIL,"Oil, Gas & Consumable Fuels",Gas Transmission/Marketing,Energy,141903.0,14.37,8.89,7.86,11.0,12463.0,5.55,14.71,9.09,11.0,11.2,11.6,-4.51,0.0,False,-57.66,13.0,13.0,8.0,9.5,False,2.67,-57.0,22433.0,False,88141.0,0.25,14.14,15735.0,12.0,12.0,True,100.0,14.0,True,15.0,14.14,51.88,-0.02,-0.02,14.07,-1.98,19.76,2.17,,,
GALAPREC,Capital Goods,Industrial Products,Industrials,238.0,18.47,,18.47,5.0,27.0,93.32,,93.32,5.0,15.8,14.7,46.68,4.0,True,57.2,11.0,11.0,17.09,16.23,True,6.52,55.98,24.0,True,272.0,0.09,9.93,3.0,6.0,6.0,False,100.0,17.0,False,16.0,9.93,55.2,-0.25,-0.25,1.32,-0.71,4.98,-0.41,,,
GALAXYSURF,Chemicals,Specialty Chemicals,Commodities,4221.0,10.22,8.48,8.48,10.0,305.0,5.81,16.37,16.37,10.0,12.6,12.8,27.54,4.0,True,-9.23,13.0,13.0,9.0,9.5,False,16.63,-8.73,268.0,False,2534.0,0.11,12.04,421.0,11.0,11.0,False,100.0,16.0,False,20.2,12.04,70.91,0.0,-0.01,4.09,-0.1,13.04,0.06,,,
GALLANTT,Capital Goods,Iron & Steel Products,Industrials,4293.0,37.77,19.55,19.55,10.0,401.0,78.71,27.99,27.99,10.0,11.4,10.1,-3.94,0.0,False,-12.28,13.0,13.0,14.0,16.5,False,4.16,-11.68,657.0,False,3105.0,0.21,12.91,579.0,11.0,11.0,True,100.0,19.0,True,13.8,12.91,69.83,0.9,0.89,0.15,0.08,0.05,0.05,,,
GANDHAR,"Oil, Gas & Consumable Fuels",Lubricants,Energy,3897.0,9.25,,10.48,8.0,83.0,52.69,,15.61,8.0,6.6,5.2,16.12,2.0,True,70.0,13.0,13.0,5.0,4.75,True,3.31,67.17,331.0,False,1290.0,0.26,6.43,15.0,7.0,9.0,False,77.8,11.0,False,28.0,6.43,66.18,1.55,1.55,0.34,-0.28,0.43,-1.27,,,
GANDHITUBE,Capital Goods,Iron & Steel Products,Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.52,0.0,0.0,1.23,-0.19,0.09,0.05,,,
GANECOS,Textiles,Other Textile Products,Consumer Discretionary,1466.0,10.52,,10.52,5.0,103.0,9.98,,9.98,5.0,11.8,12.0,-10.2,0.0,False,-84.01,12.0,13.0,8.6,10.08,False,1.77,-84.9,545.0,False,1262.0,0.43,8.16,41.0,6.0,6.0,True,100.0,11.0,False,10.6,8.16,39.33,3.47,-2.99,7.2,-4.94,21.88,-0.04,,,
GANESHBE,"Oil, Gas & Consumable Fuels",Oil Storage & Transportation,Energy,374.0,8.65,,12.02,7.0,38.0,2.25,,-10.25,7.0,23.2,25.0,17.98,3.0,True,-11.11,12.0,13.0,21.0,26.25,False,2.24,-12.16,52.0,True,580.0,0.09,6.55,55.0,8.0,8.0,True,100.0,18.0,False,19.8,6.55,39.01,0.0,-1.96,3.45,-1.64,0.76,0.76,,,
GARFIBRES,Textiles,Other Textile Products,Consumer Discretionary,1540.0,10.07,7.01,7.64,11.0,232.0,10.47,18.36,21.6,11.0,19.8,18.4,10.26,1.0,True,16.67,13.0,13.0,18.0,18.5,False,5.66,17.67,132.0,False,1298.0,0.1,17.87,195.0,12.0,12.0,True,100.0,25.0,True,23.2,17.87,53.36,0.36,0.66,9.07,-1.08,10.44,0.07,,,
GARUDA,Construction,Civil Construction,Industrials,226.0,,,,,50.0,,,,,29.0,29.0,125.81,3.0,False,153.85,7.0,7.0,32.0,30.25,True,3.54,156.52,0.0,,387.0,,12.92,-111.0,0.0,1.0,,0.0,,,,12.92,67.56,0.0,0.0,2.34,-4.31,1.01,-0.44,,,
