Symbol,Sector,Fund Score,Market Cap Cr,Cap Category,Current Price,RSI,ADX,MACD Hist,Vol Ratio,EMA20,EMA50,EMA200,DI+,DI-,Momentum Score,Reversal Score,Best Setup,Tech Score,Tier,In Consolidation,Consol Days,Consol Label,Pct to Breakout,Consol Volume,Vol 5D Ratio,Breakout Vol,range_pct,Vol Label,Vol Inference,Sector Trend,Sector Detail,Sector Score,Cap Score,ML_Prediction,ML_Confidence,Forecast_25d_Pct,Forecast_45d_Pct,Forecast_180d_Pct,Forecast_25d_Price,Forecast_45d_Price,Forecast_180d_Price,Bottom_Rev_Prob,Top_Rev_Prob,Bottom_Rev_Flag,Top_Rev_Flag,Bullish_Cont_Prob,Bearish_Cont_Prob
SRM,Construction,54.5,927.46,Small Cap,406.75,58.58,28.89,3.18,0.61,402.73,432.31,461.46,16.14,13.16,50,28,Momentum,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.81,0.0,0.0,Low,"Weak volume → momentum may fade, wait",Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,6.9,8.8,Bullish Continual,0.0,1.7,2.7,9.3,413.78,417.69,444.42,81.7,0.0,True,False,0.0,86.6
SSWL,Automobile and Auto Components,35.0,2917.33,Mid Cap,184.0,40.04,48.76,-1.76,2.56,194.14,200.89,209.92,23.06,25.61,5,55,Reversal,55,TIER 3 — WAITING,True,503,503d (1.5-2 years),-26.75,2.56,1.42,0.76,-26.75,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,4.2,4.2,Bearish,0.0,-0.1,1.0,5.7,183.82,185.82,194.5,77.7,0.0,True,False,0.0,0.1
STARPAPER,Forest Materials,33.8,205.7,Small Cap,132.29,41.77,26.48,0.07,0.87,136.09,143.43,160.6,11.37,19.17,20,60,Reversal,60,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.47,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,7.7,8.9,Reversal,78.2,1.0,1.2,6.3,133.57,133.83,140.56,78.2,0.0,True,False,0.0,85.6
STERTOOLS,Automobile and Auto Components,62.0,645.3,Small Cap,179.0,31.57,43.02,-1.35,2.21,198.98,222.71,286.66,16.54,28.31,5,35,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,2.0,0.0,0.0,Very High,Above avg volume but no setup → watch closely,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,7.5,7.8,Bullish,91.0,6.3,9.3,35.6,190.24,195.67,242.66,91.0,0.0,True,False,0.0,82.6
STYLAMIND,Consumer Durables,73.4,3738.23,Mid Cap,2206.4,39.48,17.8,-1.66,0.4,2215.01,2198.6,2035.79,14.97,15.57,25,63,Reversal,63,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,0.86,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 36.4 | ADX 46.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,9.4,9.4,Reversal,0.0,0.9,1.2,14.7,2226.74,2233.1,2530.33,0.0,0.0,False,False,0.1,0.0
STYRENIX,Chemicals,44.0,3465.94,Mid Cap,1969.9,51.89,23.7,2.49,0.39,1955.05,1961.77,2223.37,19.61,15.38,55,30,Momentum,55,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.94,0.0,0.0,Low,"Weak volume → momentum may fade, wait",Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,4.9,5.3,Bullish Continual,0.0,1.9,3.7,20.7,2006.94,2041.91,2377.4,0.0,0.0,False,False,0.0,0.2
SUBROS,Capital Goods,52.0,4413.52,Mid Cap,675.1,33.23,41.73,-2.59,0.59,717.96,769.87,825.21,16.13,28.73,5,50,Reversal,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.84,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,6.3,6.3,Reversal,80.9,1.2,1.7,8.4,683.03,686.44,731.51,80.9,0.0,True,False,0.0,87.2
SUMICHEM,Chemicals,58.4,19316.94,Mini Large Cap,387.0,44.29,43.15,0.33,1.38,394.07,411.83,469.73,10.83,28.8,20,30,Watching,30,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.75,0.0,0.0,High,Strong downtrend → no entry signal,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,6.6,6.7,Bullish,75.0,0.4,1.6,24.2,388.43,393.02,480.5,75.0,0.0,True,False,0.0,87.6
SUNDARMFIN,Financial Services,54.7,51557.66,Large Cap,4698.5,17.83,43.04,-80.21,1.94,5173.29,5190.81,4939.04,5.36,32.35,10,20,Watching,20,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.22,0.0,0.0,Normal,Strong downtrend → no entry signal,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,6.4,6.4,Bullish,72.8,3.2,5.3,6.8,4850.43,4947.77,5017.34,72.8,0.0,True,False,0.0,0.1
SUNDRMFAST,Automobile and Auto Components,51.0,17083.44,Mini Large Cap,815.0,33.05,42.95,-1.85,4.8,848.57,886.35,953.02,9.39,28.06,5,65,Reversal,65,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.33,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,6.1,6.2,Bearish,0.0,-0.5,0.7,5.3,810.7,821.02,858.57,71.0,0.0,True,False,0.0,85.7
SUNPHARMA,Healthcare,63.0,426385.81,Large Cap,1770.6,47.38,30.45,-6.38,1.29,1769.24,1741.18,1703.41,11.94,26.51,57,15,Momentum,57,TIER 1 — BREAKOUT IMMINENT,True,527,527d (1.5-2 years),-4.36,1.29,0.89,1.09,-4.36,Low,"Weak volume → momentum may fade, wait",Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,7.3,8.5,Bullish Continual,0.1,1.8,3.1,18.5,1801.76,1825.95,2097.36,0.0,0.0,False,False,0.1,0.0
SUNTV,"Media, Entertainment & Publication",51.0,23367.25,Large Cap,593.9,54.71,24.08,-0.83,1.23,585.53,577.38,576.83,26.98,15.02,70,15,Momentum,70,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.53,0.0,0.0,High,Good volume support → momentum confirmed,No data,—,7.1,10.0,Bullish Continual,73.3,0.7,2.5,12.4,598.24,608.71,667.79,0.0,0.0,False,False,73.3,0.0
SUPRAJIT,Automobile and Auto Components,40.0,5521.82,Mini Large Cap,402.6,39.59,41.64,-1.45,0.52,415.71,428.82,441.97,6.39,25.38,5,70,Reversal,70,TIER 3 — WAITING,True,497,497d (1-1.5 years),-24.39,1.93,0.98,0.4,-24.39,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,4.8,4.9,Reversal,0.0,0.1,0.7,10.0,403.16,405.32,442.68,0.0,0.0,False,False,0.0,86.3
SUPREMEIND,Capital Goods,61.0,48728.24,Large Cap,3824.0,39.95,15.49,-26.07,0.61,3901.95,3802.73,3872.58,15.34,19.18,5,26,Watching,26,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.52,0.0,0.0,Very Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,7.4,7.4,Bullish,0.0,0.6,1.6,9.4,3848.69,3884.54,4184.56,0.0,0.0,False,False,0.0,0.0
SURAKSHA,Healthcare,56.2,1355.66,Mid Cap,257.05,43.97,42.66,-0.64,1.2,263.51,270.52,293.96,11.12,21.39,5,55,Reversal,55,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.7,0.0,0.0,High,High volume → could be capitulation or distribution,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,6.5,6.5,Reversal,80.6,1.6,2.5,12.8,261.19,263.39,289.85,80.6,0.0,True,False,0.0,84.6
SURYAROSNI,Capital Goods,60.0,4549.65,Mid Cap,209.01,45.86,21.04,0.66,0.68,215.3,230.96,262.9,25.34,17.28,37,53,Reversal,53,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,0.74,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,7.3,7.3,Reversal,83.7,1.3,2.2,3.1,211.79,213.57,215.48,83.7,0.0,True,False,0.0,85.8
SYMPHONY,Consumer Durables,54.3,5297.66,Mini Large Cap,773.2,39.11,24.31,2.04,0.68,806.68,839.49,940.77,22.41,23.56,15,33,Watching,33,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.64,0.0,0.0,Very Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.4 | ADX 46.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,7.0,7.8,Bullish,79.8,1.0,2.0,5.9,781.22,788.61,819.15,79.8,0.0,True,False,0.0,87.6
SYNCOMF,Healthcare,73.0,1108.1,Mid Cap,11.84,40.81,48.2,-0.02,1.13,12.29,12.96,15.21,8.0,24.15,5,70,Reversal,70,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,1.32,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,8.4,8.4,Reversal,84.8,2.5,5.4,18.4,12.14,12.48,14.02,84.8,0.0,True,False,0.0,84.9
SYNGENE,Healthcare,42.8,16670.33,Mini Large Cap,415.0,49.78,26.67,5.56,0.77,421.8,471.75,590.21,25.11,19.86,42,23,Watching,42,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.67,0.0,0.0,Very Low,Low activity → no setup forming yet,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,4.9,5.0,Bullish,81.7,4.6,5.1,-3.1,433.99,436.1,402.25,81.7,0.0,True,False,0.0,86.4
TAJGVK,Consumer Services,61.0,1892.64,Mid Cap,302.0,32.15,42.91,-0.22,0.75,322.49,347.95,385.27,12.67,28.72,5,58,Reversal,58,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,1.09,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,6.9,8.4,Reversal,85.2,1.1,4.2,6.4,305.21,314.66,321.25,85.2,0.0,True,False,0.0,86.6
TALBROAUTO,Automobile and Auto Components,67.0,1460.18,Mid Cap,237.0,39.4,46.36,-0.98,2.84,249.01,259.29,273.73,15.38,16.91,5,70,Reversal,70,TIER 1 — BUY NOW (Reversal),True,357,357d (under 1 year),-27.37,2.84,1.75,0.86,-27.37,High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,8.1,8.1,Bearish,0.0,-0.1,1.1,5.0,236.74,239.5,248.97,79.6,0.0,True,False,0.0,88.0
TANLA,Information Technology,65.7,5591.6,Mini Large Cap,426.0,46.76,13.17,0.05,0.76,437.16,467.2,553.53,22.85,20.67,32,43,Watching,43,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.15,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,7.6,8.3,Bullish,80.4,1.3,1.8,17.7,431.71,433.68,501.43,80.4,0.0,True,False,0.0,87.0
TARIL,Capital Goods,75.0,8559.23,Mini Large Cap,286.0,50.85,18.35,-2.09,0.8,285.06,287.09,359.32,21.09,26.37,25,23,Watching,25,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.91,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,9.1,9.3,Bullish,83.1,0.5,1.3,27.3,287.33,289.85,364.12,83.1,0.0,True,False,0.0,0.1
TATACONSUM,Fast Moving Consumer Goods,55.0,103938.16,Large Cap,1049.0,28.29,37.85,-5.37,1.72,1098.6,1127.91,1125.07,12.33,34.12,5,65,Reversal,65,TIER 3 — WAITING,True,605,605d (1.5-2 years),-13.07,1.78,1.32,0.95,-13.07,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,6.8,6.8,Reversal,68.2,0.4,1.9,8.4,1053.39,1068.75,1137.3,68.2,0.0,True,False,0.0,0.2
TATAELXSI,Information Technology,64.9,26399.47,Large Cap,4236.0,44.4,38.12,7.62,2.34,4405.33,4759.09,5363.31,19.89,27.18,20,60,Reversal,60,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,1.84,0.0,0.0,High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,7.5,8.1,Reversal,72.0,0.2,1.2,9.7,4243.83,4286.54,4646.85,72.0,0.0,True,False,0.0,80.6
TATAPOWER,Power,62.0,128580.46,Large Cap,402.6,67.52,26.27,2.04,3.21,387.32,380.56,383.32,37.78,16.83,75,0,Momentum,75,TIER 1 — BUY NOW (Momentum),True,566,566d (1.5-2 years),-11.13,3.21,1.89,1.15,-11.13,High,Good volume support → momentum confirmed,Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,7.1,8.2,Bullish Continual,0.1,1.5,2.8,12.5,408.52,413.86,453.06,0.0,61.2,False,True,0.1,0.0
TATATECH,Information Technology,59.0,21908.68,Large Cap,539.5,42.2,35.87,-1.22,1.16,561.98,596.64,670.02,18.91,23.99,5,40,Watching,40,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.76,0.0,0.0,High,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,6.9,7.4,No Signal,,-0.2,1.7,13.6,538.55,548.51,613.01,67.8,0.0,True,False,0.0,84.7
TBOTEK,Consumer Services,63.2,11379.23,Mini Large Cap,1067.0,18.22,54.6,-2.43,0.49,1215.23,1338.47,1456.16,8.16,37.92,5,80,Reversal,80,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,0.59,0.0,0.0,Very Low,Low volume on down move → selling pressure easing,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,7.1,7.1,Reversal,87.0,6.2,4.4,8.2,1132.86,1114.28,1154.74,87.0,0.0,True,False,0.0,80.4
TCI,Services,66.0,7249.22,Mini Large Cap,953.0,40.59,29.72,-3.63,0.73,985.8,1016.75,1070.67,13.29,26.25,5,78,Reversal,78,TIER 1 — BUY NOW (Reversal),True,398,398d (1-1.5 years),-22.04,2.32,1.37,0.85,-22.04,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 26.6 | ADX 57.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,8.0,8.2,Bearish,0.0,-0.2,0.5,3.2,950.95,958.01,983.91,71.3,0.0,True,False,0.0,85.5
TCIEXP,Services,33.0,1913.84,Mid Cap,496.5,42.62,36.8,-2.59,1.24,511.73,533.55,623.58,18.2,29.06,5,25,Watching,25,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.06,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 26.6 | ADX 57.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,4.0,4.9,No Signal,,-0.1,0.9,3.8,496.24,501.09,515.26,75.5,0.0,True,False,0.0,88.2
TCPLPACK,Capital Goods,60.8,2119.9,Mid Cap,2315.0,28.31,43.12,-18.49,1.39,2538.92,2694.26,3082.52,8.41,30.3,5,65,Reversal,65,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,1.43,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,7.4,7.4,Bearish,0.0,-0.7,2.2,2.5,2298.46,2366.24,2373.48,79.0,0.0,True,False,0.0,89.8
TCS,Information Technology,62.0,864940.04,Large Cap,2397.6,33.13,53.77,2.14,1.14,2531.96,2736.59,3045.51,12.92,35.27,20,55,Reversal,55,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,0.89,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,7.2,7.7,Reversal,47.0,0.4,1.2,8.6,2407.16,2425.18,2604.33,47.0,0.0,False,False,0.0,76.3
TEAMLEASE,Services,57.0,1992.41,Mid Cap,1200.0,57.73,51.25,14.78,2.95,1192.83,1310.88,1661.61,37.93,16.37,50,35,Momentum,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.46,0.0,0.0,Normal,Average volume → monitor for increase,Strong Downtrend ↓↓,RSI 26.6 | ADX 57.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,7.0,8.5,Bullish Continual,0.0,2.9,5.4,11.2,1234.8,1264.7,1334.8,85.9,0.0,True,False,0.0,84.2
TECHM,Information Technology,40.0,122702.65,Large Cap,1386.3,56.61,39.67,13.25,1.57,1386.57,1465.45,1508.04,19.95,15.21,55,15,Momentum,55,TIER 3 — WAITING,True,487,487d (1-1.5 years),-19.05,1.57,1.06,1.09,-19.05,Normal,Average volume → monitor for increase,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,4.7,5.0,Bearish Continual,75.2,-0.2,-1.0,-3.2,1383.71,1372.57,1341.46,63.0,0.0,True,False,0.0,75.2
TECHNOE,Construction,75.0,12672.0,Mini Large Cap,1092.0,44.73,17.29,-6.48,0.79,1103.4,1096.31,1192.55,17.53,19.71,5,41,Watching,41,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.11,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,9.5,10.0,No Signal,,-0.2,1.9,13.0,1089.8,1112.78,1234.13,0.0,0.0,False,False,0.0,0.0
THEJO,Capital Goods,65.0,1687.3,Mid Cap,1551.0,26.35,32.89,-6.59,3.95,1629.54,1676.62,1799.51,11.6,22.75,5,20,Watching,20,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,2.28,0.0,0.0,Very High,Above avg volume but no setup → watch,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,7.9,7.9,No Signal,,-0.4,0.8,2.7,1544.76,1563.14,1592.9,76.6,0.0,True,False,0.0,0.1
THERMAX,Capital Goods,57.0,36356.16,Large Cap,3221.0,56.27,24.28,4.61,1.02,3157.41,3077.94,3209.5,23.41,12.65,65,0,Momentum,65,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,2.87,0.0,0.0,Very High,Strong participation → trend likely to continue,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,6.9,7.0,Bullish Continual,0.1,1.1,0.9,10.0,3255.61,3248.65,3543.36,0.0,74.8,False,True,0.1,0.0
THOMASCOOK,Consumer Services,32.0,4814.13,Mid Cap,103.99,68.06,45.52,1.88,2.02,98.83,111.12,139.74,40.44,17.03,50,35,Momentum,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,2.36,0.0,0.0,Very High,Strong participation → trend likely to continue,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,3.6,4.4,Bullish Continual,0.0,2.8,4.1,3.3,106.86,108.28,107.4,59.7,0.1,False,False,0.0,86.9
TIIL,Capital Goods,61.0,4964.89,Mid Cap,2190.0,55.11,33.9,4.93,0.79,2172.83,2209.03,2404.47,22.26,17.39,55,43,Momentum,55,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,1.28,0.0,0.0,Normal,Average volume → monitor for increase,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,7.4,7.4,Bullish Continual,0.0,0.8,1.2,7.0,2206.69,2216.06,2344.33,78.3,0.0,True,False,0.0,0.1
TIINDIA,Automobile and Auto Components,67.7,49108.16,Large Cap,2552.4,49.04,30.59,-19.49,0.62,2560.24,2559.92,2792.97,22.77,25.15,22,23,Watching,23,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.81,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,8.2,8.4,Bullish,0.0,0.3,0.8,5.1,2560.95,2572.09,2682.66,0.0,0.0,False,False,0.0,0.0
TIMETECHNO,Capital Goods,52.0,8007.75,Mini Large Cap,161.75,37.77,33.1,-1.42,1.76,171.99,180.42,194.96,17.99,29.75,5,55,Reversal,55,TIER 3 — WAITING,True,397,397d (1-1.5 years),-33.85,2.32,1.63,1.35,-33.85,High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,6.3,6.4,Bearish,0.0,-0.2,0.5,3.1,161.45,162.62,166.75,78.0,0.0,True,False,0.0,88.1
TITAN,Consumer Durables,73.0,364274.02,Large Cap,4119.9,46.57,37.71,-19.08,1.35,4157.5,4132.29,3845.24,13.38,26.36,42,30,Watching,42,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.27,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.4 | ADX 46.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,9.4,10.0,Bullish,0.0,0.6,1.2,12.5,4144.13,4168.19,4633.51,0.0,0.0,False,False,0.0,0.0
TORNTPHARM,Healthcare,65.0,144522.98,Large Cap,4272.9,44.42,27.55,-30.25,0.71,4293.35,4162.5,3767.85,15.78,24.82,40,18,Watching,40,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.77,0.0,0.0,Low,Low activity → no setup forming yet,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,7.5,8.8,Bullish,0.0,1.7,2.9,11.5,4346.55,4398.25,4763.12,0.0,0.0,False,False,74.5,0.0
TORNTPOWER,Power,76.0,73101.28,Large Cap,1451.3,44.84,26.25,-10.54,0.87,1465.3,1430.13,1369.33,20.51,19.37,45,40,Watching,45,TIER 2 — BASE BUILDING,True,331,331d (under 1 year),-9.25,0.88,0.68,0.83,-9.25,Very Low,Low activity → no setup forming yet,Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,8.7,10.0,Bullish,0.0,1.2,2.1,11.9,1468.27,1482.42,1624.22,0.0,0.0,False,False,71.2,0.0
TPLPLASTEH,Capital Goods,54.6,475.09,Small Cap,60.0,40.94,22.28,-0.28,1.16,63.02,64.72,70.79,19.03,18.58,10,70,Reversal,70,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.41,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,6.7,7.3,Bearish,0.0,-0.5,0.8,5.8,59.72,60.47,63.51,78.6,0.0,True,False,0.0,88.6
TRANSRAILL,Capital Goods,73.0,6718.17,Mini Large Cap,502.5,43.88,17.02,-2.82,0.88,517.6,535.62,596.89,24.29,22.87,0,63,Reversal,63,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,0.99,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.9,9.0,Reversal,78.2,0.2,0.6,8.6,503.4,505.45,545.91,78.2,0.0,True,False,0.0,88.7
TRENT,Consumer Services,73.3,126539.32,Large Cap,3572.0,40.26,54.4,-13.31,1.07,3718.34,3892.76,4516.4,11.71,36.4,5,55,Reversal,55,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,1.11,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,8.2,10.0,Bearish,0.0,-0.5,0.1,2.4,3553.37,3575.71,3658.11,61.5,0.0,True,False,0.0,81.2
TRIDENT,Textiles,42.0,12370.17,Mini Large Cap,24.04,52.97,38.82,0.09,0.91,24.12,25.25,27.54,33.83,17.66,50,35,Momentum,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,4.27,0.0,0.0,Extremely High,Strong participation → trend likely to continue,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,5.2,5.5,Bullish Continual,0.0,1.2,1.6,11.7,24.33,24.43,26.86,82.6,0.0,True,False,0.0,86.3
TRITURBINE,Capital Goods,78.0,14500.64,Mini Large Cap,453.9,34.09,18.53,-0.43,0.88,472.67,487.08,526.81,15.42,26.01,0,65,Reversal,65,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,0.73,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,9.5,9.6,Bearish,0.0,-0.7,-0.4,4.1,450.79,452.08,472.71,74.2,0.0,True,False,0.0,89.0
TVSELECT,Information Technology,58.4,759.92,Small Cap,405.05,61.32,28.85,5.69,2.5,382.54,400.66,438.83,35.64,19.1,50,15,Momentum,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,2.02,0.0,0.0,Very High,Strong participation → trend likely to continue,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,6.8,6.8,Bearish Continual,88.8,-3.0,0.1,7.4,392.95,405.61,435.19,0.0,0.1,False,False,0.0,88.8
TVSHLTD,Financial Services,80.0,28042.44,Large Cap,13800.0,42.4,27.8,-55.04,1.25,14141.82,14352.18,13437.06,18.34,27.59,20,25,Watching,25,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.73,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,9.3,9.3,Bullish,0.0,2.6,3.9,11.6,14152.33,14338.89,15404.0,0.0,0.0,False,False,0.0,0.0
