Symbol,Sector,Market_Cap_Cr,Cap_Tier,Passed,Fail_Reason
DHAMPURSUG,Fast Moving Consumer Goods,814.51,Small Cap,False,ROE 4.6% < 10% (Small Cap)
DHANBANK,Financial Services,883.86,Small Cap,False,TTM Profit negative or zero
DHANUKA,Chemicals,4336.99,Mid Cap,True,
DHARMAJ,Chemicals,812.18,Small Cap,False,ROE 7.9% < 10% (Small Cap)
DHRUV,Services,56.98,Small Cap,False,ROE 6.6% < 10% (Small Cap)
DHUNINV,Financial Services,467.62,Small Cap,False,ROE 3.0% < 10% (Small Cap)
DIACABS,Capital Goods,6700.44,Mini Large,False,ROE nan% < 7% (Mini Large)
DIAMINESQ,Chemicals,217.28,Small Cap,False,ROE 1.8% < 10% (Small Cap)
DIAMONDYD,Fast Moving Consumer Goods,2174.28,Mid Cap,False,ROE 3.0% < 8% (Mid Cap)
DICIND,Chemicals,456.88,Small Cap,True,
DIFFNKG,Capital Goods,946.35,Small Cap,False,ROE 9.3% < 10% (Small Cap)
DIGISPICE,Information Technology,352.62,Small Cap,False,TTM Profit negative or zero
DIVGIITTS,Automobile and Auto Components,2156.1,Mid Cap,False,TTM Profit negative or zero
DIVISLAB,Healthcare,161935.83,Large Cap,True,
DIXON,Consumer Durables,62786.87,Large Cap,True,
DLF,Realty,133901.16,Large Cap,True,
DLINKINDIA,Information Technology,1400.08,Mid Cap,True,
DMART,Consumer Services,245378.43,Large Cap,True,
DMCC,Chemicals,547.58,Small Cap,False,ROE 9.4% < 10% (Small Cap)
DODLA,Fast Moving Consumer Goods,6119.05,Mini Large,True,
DOLATALGO,Financial Services,1256.21,Mid Cap,True,
DOLLAR,Textiles,1478.13,Mid Cap,True,
DOLPHIN,"Oil, Gas & Consumable Fuels",1538.98,Mid Cap,False,Inconsistent profits: 10.0/13.0 quarters
DOMS,Fast Moving Consumer Goods,13832.56,Mini Large,True,
DONEAR,Textiles,447.2,Small Cap,False,D/E 1.56 > 1.0 (Small Cap)
DPABHUSHAN,Consumer Durables,2341.0,Mid Cap,True,
DPSCLTD,Power,775.14,Small Cap,False,ROE 0.8% < 10% (Small Cap)
DPWIRES,Capital Goods,221.8,Small Cap,False,TTM Profit negative or zero
DRCSYSTEMS,Information Technology,190.19,Small Cap,False,Promoter 20.63% < 30% (Small Cap)
DREAMFOLKS,Services,376.14,Small Cap,True,
DREDGECORP,Services,2458.82,Mid Cap,False,TTM Profit negative or zero
DRREDDY,Healthcare,108145.26,Large Cap,True,
DSSL,Information Technology,1142.23,Mid Cap,True,
DVL,Diversified,736.18,Small Cap,False,ROE 4.4% < 10% (Small Cap)
DWARKESH,Fast Moving Consumer Goods,735.28,Small Cap,False,TTM Profit negative or zero
DYCL,Capital Goods,1305.72,Mid Cap,False,TTM Profit negative or zero
DYNAMATECH,Capital Goods,6590.31,Mini Large,False,ROE 5.6% < 7% (Mini Large)
DYNPRO,Chemicals,273.59,Small Cap,False,ROE 6.4% < 10% (Small Cap)
EASEMYTRIP,Consumer Services,2491.24,Mid Cap,True,
ECLERX,Services,13689.63,Mini Large,True,
ECOSMOBLTY,Services,671.16,Small Cap,True,
EDELWEISS,Financial Services,9913.82,Mini Large,True,
EICHERMOT,Automobile and Auto Components,189523.68,Large Cap,True,
EIDPARRY,Fast Moving Consumer Goods,14044.54,Mini Large,True,
EIEL,Utilities,2595.39,Mid Cap,False,Poor CF: 3.0/6.0 yrs
EIFFL,Fast Moving Consumer Goods,575.16,Small Cap,False,TTM Profit negative or zero
EIHAHOTELS,Consumer Services,1838.45,Mid Cap,False,D/E 2.23 > 1.5 (Mid Cap)
EIHOTEL,Consumer Services,19355.02,Mini Large,True,
EIMCOELECO,Capital Goods,903.16,Small Cap,False,Promoter selling: -24.68% in 4Q
EKC,Capital Goods,1169.58,Mid Cap,False,ROE 7.6% < 8% (Mid Cap)
ELDEHSG,Realty,802.74,Small Cap,False,ROE 5.6% < 10% (Small Cap)
ELECON,Capital Goods,8748.23,Mini Large,True,
ELECTCAST,Capital Goods,4625.88,Mid Cap,True,
ELECTHERM,Capital Goods,843.98,Small Cap,False,ROE nan% < 10% (Small Cap)
ELGIEQUIP,Capital Goods,15159.57,Mini Large,True,
ELGIRUBCO,Capital Goods,190.84,Small Cap,False,TTM Profit negative or zero
ELIN,Consumer Durables,581.6,Small Cap,False,ROE 5.2% < 10% (Small Cap)
EMAMILTD,Fast Moving Consumer Goods,17581.7,Mini Large,True,
EMAMIPAP,Forest Materials,413.23,Small Cap,False,TTM Profit negative or zero
EMAMIREAL,Realty,263.44,Small Cap,False,TTM Profit negative or zero
EMCURE,Healthcare,28025.13,Large Cap,True,
EMIL,Consumer Services,3540.07,Mid Cap,True,
EMKAY,Financial Services,583.15,Small Cap,True,
EMMBI,Capital Goods,146.8,Small Cap,False,ROE 3.1% < 10% (Small Cap)
EMSLIMITED,Utilities,1650.6,Mid Cap,True,
EMUDHRA,Information Technology,3242.49,Mid Cap,True,
ENDURANCE,Automobile and Auto Components,32075.35,Large Cap,True,
ENGINERSIN,Construction,10779.54,Mini Large,True,
ENIL,"Media, Entertainment & Publication",504.64,Small Cap,False,ROE 1.6% < 10% (Small Cap)
ENTERO,Consumer Services,4877.14,Mid Cap,False,ROE 6.1% < 8% (Mid Cap)
EPACK,Consumer Durables,2258.48,Mid Cap,False,ROE 5.8% < 8% (Mid Cap)
EPIGRAL,Chemicals,3648.46,Mid Cap,True,
EPL,Capital Goods,6106.49,Mini Large,False,Promoter selling: -25.07% in 4Q
EQUITASBNK,Financial Services,6510.69,Mini Large,False,TTM Profit negative or zero
ERIS,Healthcare,17801.38,Mini Large,True,
ESABINDIA,Capital Goods,8321.47,Mini Large,True,
ESAFSFB,Financial Services,1189.03,Mid Cap,False,TTM Profit negative or zero
ESCORTS,Capital Goods,33661.05,Large Cap,True,
ESSARSHPNG,Services,490.4,Small Cap,False,ROE nan% < 10% (Small Cap)
ESTER,Capital Goods,893.11,Small Cap,False,ROE 1.8% < 10% (Small Cap)
ETERNAL,Consumer Services,211666.03,Large Cap,False,ROE 1.7% < 6% (Large Cap)
ETHOSLTD,Consumer Durables,5985.7,Mini Large,False,ROE 6.7% < 7% (Mini Large)
EUREKAFORB,Consumer Durables,8949.0,Mini Large,False,ROE 3.6% < 7% (Mini Large)
EUROBOND,Capital Goods,359.17,Small Cap,False,ROE nan% < 10% (Small Cap)
EVEREADY,Fast Moving Consumer Goods,2191.69,Mid Cap,True,
EVERESTIND,Construction Materials,516.5,Small Cap,False,TTM Profit negative or zero
EXCELINDUS,Chemicals,1100.25,Mid Cap,False,ROE 4.7% < 8% (Mid Cap)
EXICOM,Capital Goods,1231.45,Mid Cap,False,TTM Profit negative or zero
EXIDEIND,Automobile and Auto Components,25732.35,Large Cap,False,ROE 5.4% < 6% (Large Cap)
EXPLEOSOL,Information Technology,1117.89,Mid Cap,True,
EXXARO,Consumer Durables,306.03,Small Cap,False,TTM Profit negative or zero
FACT,Chemicals,51212.51,Large Cap,False,ROE 3.0% < 6% (Large Cap)
FAIRCHEMOR,Chemicals,639.24,Small Cap,False,TTM Profit negative or zero
FCL,Chemicals,2539.33,Mid Cap,True,
FDC,Healthcare,5419.13,Mini Large,True,
FEDERALBNK,Financial Services,65798.92,Large Cap,False,Promoter nan% < 15% (Large Cap)
FEDFINA,Financial Services,5022.26,Mini Large,False,TTM Profit negative or zero
FIEMIND,Automobile and Auto Components,5334.47,Mini Large,True,
FILATEX,Textiles,1806.43,Mid Cap,True,
FINCABLES,Capital Goods,13430.37,Mini Large,True,
FINEORG,Chemicals,13049.19,Mini Large,True,
FINOPB,Financial Services,1255.58,Mid Cap,False,TTM Profit negative or zero
FINPIPE,Capital Goods,10797.62,Mini Large,True,
FIRSTCRY,Consumer Services,12171.26,Mini Large,False,TTM Profit negative or zero
FIVESTAR,Financial Services,10331.71,Mini Large,True,
FLAIR,Fast Moving Consumer Goods,3239.85,Mid Cap,True,
FLUOROCHEM,Chemicals,34975.14,Large Cap,True,
FMGOETZE,Automobile and Auto Components,2125.43,Mid Cap,True,
FOCUS,Consumer Durables,446.86,Small Cap,True,
FOODSIN,Fast Moving Consumer Goods,396.33,Small Cap,False,ROE 7.7% < 10% (Small Cap)
FORCEMOT,Automobile and Auto Components,28440.96,Large Cap,True,
FORTIS,Healthcare,62061.33,Large Cap,True,
FOSECOIND,Chemicals,3974.42,Mid Cap,False,ROE 7.2% < 8% (Mid Cap)
FSL,Services,14996.85,Mini Large,True,
FUSION,Financial Services,2571.45,Mid Cap,False,TTM Profit negative or zero
GABRIEL,Automobile and Auto Components,12395.75,Mini Large,True,
GAEL,Fast Moving Consumer Goods,6169.58,Mini Large,True,
GAIL,"Oil, Gas & Consumable Fuels",93938.16,Large Cap,True,
GALAPREC,Capital Goods,959.69,Small Cap,False,ROE 9.9% < 10% (Small Cap)
GALAXYSURF,Chemicals,6001.92,Mini Large,True,
GALLANTT,Capital Goods,13414.01,Mini Large,True,
GANDHAR,"Oil, Gas & Consumable Fuels",1297.27,Mid Cap,False,ROE 6.4% < 8% (Mid Cap)
GANDHITUBE,Capital Goods,979.62,Small Cap,False,TTM Profit negative or zero
GANECOS,Textiles,2156.41,Mid Cap,True,
GANESHBE,"Oil, Gas & Consumable Fuels",549.93,Small Cap,False,ROE 6.5% < 10% (Small Cap)
GARFIBRES,Textiles,6072.09,Mini Large,True,
GARUDA,Construction,1487.18,Mid Cap,False,Poor CF: 0/1.0 yrs
GATEWAY,Services,2552.11,Mid Cap,True,
GEECEE,Realty,550.4,Small Cap,False,ROE 5.7% < 10% (Small Cap)
GEEKAYWIRE,Capital Goods,219.07,Small Cap,False,TTM Profit negative or zero
GENCON,Realty,247.42,Small Cap,False,ROE 4.2% < 10% (Small Cap)
GENESYS,Information Technology,1127.09,Mid Cap,True,
GENUSPOWER,Capital Goods,7421.15,Mini Large,True,
GEOJITFSL,Financial Services,1672.78,Mid Cap,False,Promoter selling: -16.58% in 4Q
GESHIP,Services,20411.42,Large Cap,True,
GFLLIMITED,Financial Services,471.86,Small Cap,False,TTM Profit negative or zero
GHCL,Chemicals,3984.89,Mid Cap,False,Promoter 19.83% < 25% (Mid Cap)
GHCLTEXTIL,Textiles,723.49,Small Cap,False,TTM Profit negative or zero
GICHSGFIN,Financial Services,769.14,Small Cap,False,ROE 9.0% < 10% (Small Cap)
GICRE,Financial Services,65289.99,Large Cap,True,
GILLETTE,Fast Moving Consumer Goods,26073.06,Large Cap,False,TTM Profit negative or zero
GINNIFILA,Textiles,324.7,Small Cap,False,TTM Profit negative or zero
GIPCL,Power,2062.1,Mid Cap,True,
GLAND,Healthcare,26807.52,Large Cap,True,
GLAXO,Healthcare,40399.95,Large Cap,True,
GLENMARK,Healthcare,61543.76,Large Cap,False,Inconsistent profits: 9.0/13.0 quarters
GLOBAL,Consumer Services,505.1,Small Cap,True,
GLOBALVECT,Services,218.69,Small Cap,False,TTM Profit negative or zero
GLOBUSSPR,Fast Moving Consumer Goods,2509.57,Mid Cap,False,ROE 2.1% < 8% (Mid Cap)
GLOSTERLTD,Forest Materials,563.25,Small Cap,False,TTM Profit negative or zero
GMBREW,Fast Moving Consumer Goods,2298.51,Mid Cap,False,TTM Profit negative or zero
GMDCLTD,Metals & Mining,18310.32,Mini Large,True,
GMMPFAUDLR,Capital Goods,3854.65,Mid Cap,False,ROE 4.2% < 8% (Mid Cap)
GMRAIRPORT,Services,95622.08,Large Cap,False,TTM Profit negative or zero
GMRP&UI,Power,8163.19,Mini Large,False,D/E 8.23 > 2.0 (Mini Large)
GNA,Automobile and Auto Components,1611.41,Mid Cap,True,
GNFC,Chemicals,5981.22,Mini Large,False,ROE 6.9% < 7% (Mini Large)
GOACARBON,Metals & Mining,280.58,Small Cap,False,D/E 1.99 > 1.0 (Small Cap)
GOCLCORP,Chemicals,1173.42,Mid Cap,False,ROE 5.6% < 8% (Mid Cap)
GOCOLORS,Consumer Services,1488.19,Mid Cap,False,Poor CF: 1.0/3.0 yrs
GODAVARIB,Fast Moving Consumer Goods,1621.77,Mid Cap,False,TTM Profit negative or zero
GODFRYPHLP,Fast Moving Consumer Goods,31063.77,Large Cap,True,
GODIGIT,Financial Services,30108.65,Large Cap,False,TTM Profit negative or zero
GODREJAGRO,Fast Moving Consumer Goods,11328.47,Mini Large,True,
GODREJCP,Fast Moving Consumer Goods,104125.37,Large Cap,True,
GODREJIND,Diversified,28023.85,Large Cap,False,D/E 4.48 > 2.5 (Large Cap)
GODREJPROP,Realty,46672.14,Large Cap,False,Poor CF: 3.0/12.0 yrs
GOKEX,Textiles,4258.59,Mid Cap,False,ROE 7.4% < 8% (Mid Cap)
GOKUL,Fast Moving Consumer Goods,424.89,Small Cap,False,ROE 4.3% < 10% (Small Cap)
GOKULAGRO,Fast Moving Consumer Goods,5357.0,Mini Large,True,
GOLDIAM,Consumer Durables,3343.5,Mid Cap,True,
GOLDTECH,Information Technology,208.9,Small Cap,False,ROE 3.4% < 10% (Small Cap)
GOODLUCK,Capital Goods,3384.81,Mid Cap,True,
GOPAL,Fast Moving Consumer Goods,3404.15,Mid Cap,False,TTM Profit negative or zero
GPIL,Capital Goods,17037.26,Mini Large,True,
GPPL,Services,7335.15,Mini Large,True,
GPTHEALTH,Healthcare,989.99,Small Cap,True,
GPTINFRA,Construction,1309.39,Mid Cap,True,
GRANULES,Healthcare,14643.56,Mini Large,True,
GRAPHITE,Capital Goods,11868.65,Mini Large,True,
GRASIM,Construction Materials,177409.4,Large Cap,False,Poor CF: 7.0/12.0 yrs
GRAVITA,Metals & Mining,10235.04,Mini Large,True,
GREAVESCOT,Capital Goods,3137.99,Mid Cap,False,TTM Profit negative or zero
GREENLAM,Consumer Durables,5463.88,Mini Large,False,ROE 6.0% < 7% (Mini Large)
GREENPANEL,Consumer Durables,2381.28,Mid Cap,True,
GREENPLY,Consumer Durables,2409.82,Mid Cap,True,
GREENPOWER,Power,1097.74,Mid Cap,False,ROE 3.5% < 8% (Mid Cap)
GRINDWELL,Capital Goods,15525.16,Mini Large,True,
GRINFRA,Construction,8328.5,Mini Large,False,Poor CF: 2.0/9.0 yrs
GRMOVER,Fast Moving Consumer Goods,3201.47,Mid Cap,False,Poor CF: 5.0/10.0 yrs
GRPLTD,Capital Goods,985.55,Small Cap,False,D/E 1.13 > 1.0 (Small Cap)
GRSE,Capital Goods,26131.3,Large Cap,False,TTM Profit negative or zero
GRWRHITECH,Capital Goods,8488.64,Mini Large,True,
GSFC,Chemicals,6134.56,Mini Large,False,ROE 4.7% < 7% (Mini Large)
GSLSU,Consumer Durables,244.33,Small Cap,False,TTM Profit negative or zero
GSPL,"Oil, Gas & Consumable Fuels",14377.98,Mini Large,True,
GTL,Telecommunication,100.04,Small Cap,False,ROE nan% < 10% (Small Cap)
GTPL,"Media, Entertainment & Publication",663.87,Small Cap,False,ROE 4.3% < 10% (Small Cap)
GUFICBIO,Healthcare,2958.4,Mid Cap,False,Poor CF: 1.0/2.0 yrs
GUJALKALI,Chemicals,3955.09,Mid Cap,False,TTM Profit negative or zero
GUJAPOLLO,Capital Goods,582.2,Small Cap,False,ROE 0.3% < 10% (Small Cap)
GUJGASLTD,"Oil, Gas & Consumable Fuels",24410.31,Large Cap,True,
GUJTHEM,Healthcare,2985.6,Mid Cap,False,TTM Profit negative or zero
GULFOILLUB,"Oil, Gas & Consumable Fuels",4541.35,Mid Cap,True,
GULFPETRO,"Oil, Gas & Consumable Fuels",146.27,Small Cap,False,TTM Profit negative or zero
GULPOLY,Fast Moving Consumer Goods,971.75,Small Cap,False,ROE 3.9% < 10% (Small Cap)
GVT&D,Capital Goods,94196.96,Large Cap,True,
HAL,Capital Goods,252957.45,Large Cap,True,
HAPPSTMNDS,Information Technology,6172.25,Mini Large,True,
HAPPYFORGE,Capital Goods,11939.11,Mini Large,True,
HARIOMPIPE,Capital Goods,946.96,Small Cap,True,
HARRMALAYA,Capital Goods,322.12,Small Cap,False,ROE 9.1% < 10% (Small Cap)
HARSHA,Capital Goods,3104.48,Mid Cap,False,ROE 6.8% < 8% (Mid Cap)
HATHWAY,"Media, Entertainment & Publication",1741.78,Mid Cap,False,ROE 2.1% < 8% (Mid Cap)
HATSUN,Fast Moving Consumer Goods,21311.44,Large Cap,True,
HAVELLS,Consumer Durables,80368.87,Large Cap,True,
HBLENGINE,Capital Goods,18281.01,Mini Large,True,
HCC,Construction,4044.46,Mid Cap,False,Promoter 16.81% < 25% (Mid Cap)
HCG,Healthcare,7721.77,Mini Large,False,ROE 5.3% < 7% (Mini Large)
HCL-INSYS,Information Technology,386.16,Small Cap,False,TTM Profit negative or zero
HCLTECH,Information Technology,360852.85,Large Cap,True,
HDFCAMC,Financial Services,102212.0,Large Cap,True,
HDFCBANK,Financial Services,1201261.87,Large Cap,True,
HDFCLIFE,Financial Services,134526.05,Large Cap,True,
HECPROJECT,Construction,116.46,Small Cap,False,TTM Profit negative or zero
HEG,Capital Goods,9613.18,Mini Large,False,ROE 2.5% < 7% (Mini Large)
HEIDELBERG,Construction Materials,3394.11,Mid Cap,False,TTM Profit negative or zero
HEMIPROP,Services,3911.91,Mid Cap,False,TTM Profit negative or zero
HERANBA,Chemicals,717.8,Small Cap,False,ROE 0.2% < 10% (Small Cap)
HERITGFOOD,Fast Moving Consumer Goods,2876.56,Mid Cap,True,
HEROMOTOCO,Automobile and Auto Components,105557.36,Large Cap,True,
HESTERBIO,Healthcare,1186.71,Mid Cap,True,
HEXT,Information Technology,26777.71,Large Cap,False,Promoter selling: -16.86% in 4Q
HFCL,Telecommunication,10888.81,Mini Large,False,ROE 4.2% < 7% (Mini Large)
HGINFRA,Construction,3195.49,Mid Cap,False,D/E 1.84 > 1.5 (Mid Cap)
HGS,Services,1685.58,Mid Cap,False,ROE 1.3% < 8% (Mid Cap)
HIKAL,Healthcare,2077.78,Mid Cap,False,ROE 7.6% < 8% (Mid Cap)
HILTON,Capital Goods,57.05,Small Cap,False,TTM Profit negative or zero
HIMATSEIDE,Textiles,997.39,Small Cap,False,ROE 3.6% < 10% (Small Cap)
HINDALCO,Metals & Mining,195471.41,Large Cap,True,
HINDCOMPOS,Automobile and Auto Components,582.78,Small Cap,False,ROE 3.1% < 10% (Small Cap)
HINDCOPPER,Metals & Mining,47349.26,Large Cap,True,
HINDOILEXP,"Oil, Gas & Consumable Fuels",1698.4,Mid Cap,False,Promoter nan% < 25% (Mid Cap)
HINDPETRO,"Oil, Gas & Consumable Fuels",71558.67,Large Cap,True,
HINDUNILVR,Fast Moving Consumer Goods,489420.44,Large Cap,True,
HINDWAREAP,Consumer Durables,1650.08,Mid Cap,False,TTM Profit negative or zero
HINDZINC,Metals & Mining,217498.3,Large Cap,True,
HIRECT,Capital Goods,2557.98,Mid Cap,True,
HITECH,Capital Goods,1531.95,Mid Cap,False,ROE 5.6% < 8% (Mid Cap)
HITECHCORP,Capital Goods,242.45,Small Cap,False,ROE 3.2% < 10% (Small Cap)
HLEGLAS,Capital Goods,1988.49,Mid Cap,True,
HLVLTD,Consumer Services,456.21,Small Cap,False,Inconsistent profits: 3.0/8.0 quarters
HMAAGRO,Fast Moving Consumer Goods,1200.26,Mid Cap,True,
HMVL,"Media, Entertainment & Publication",464.39,Small Cap,False,ROE 5.0% < 10% (Small Cap)
HNDFDS,Fast Moving Consumer Goods,5763.59,Mini Large,True,
HOMEFIRST,Financial Services,9768.57,Mini Large,False,TTM Profit negative or zero
HONASA,Fast Moving Consumer Goods,9412.98,Mini Large,False,ROE 5.7% < 7% (Mini Large)
HONAUT,Capital Goods,25064.57,Large Cap,False,TTM Profit negative or zero
HONDAPOWER,Capital Goods,2050.83,Mid Cap,False,TTM Profit negative or zero
HPAL,Chemicals,284.03,Small Cap,False,ROE 9.6% < 10% (Small Cap)
HPL,Capital Goods,1823.24,Mid Cap,True,
HSCL,Chemicals,22934.33,Large Cap,True,
HTMEDIA,"Media, Entertainment & Publication",473.33,Small Cap,False,ROE 0.8% < 10% (Small Cap)
HUBTOWN,Realty,2818.14,Mid Cap,False,ROE 1.8% < 8% (Mid Cap)
HUDCO,Financial Services,34528.77,Large Cap,True,
HUHTAMAKI,Capital Goods,1230.48,Mid Cap,True,
HYUNDAI,Automobile and Auto Components,158526.77,Large Cap,True,
ICEMAKE,Capital Goods,1205.57,Mid Cap,True,
ICICIBANK,Financial Services,891531.34,Large Cap,False,Promoter nan% < 15% (Large Cap)
ICICIGI,Financial Services,88628.64,Large Cap,False,TTM Profit negative or zero
ICICIPRULI,Financial Services,79979.46,Large Cap,True,
ICIL,Textiles,4623.58,Mid Cap,True,
ICRA,Financial Services,5007.6,Mini Large,True,
IDBI,Financial Services,78575.43,Large Cap,True,
IDEA,Telecommunication,101192.4,Large Cap,False,TTM Profit negative or zero
IDEAFORGE,Capital Goods,1808.72,Mid Cap,False,TTM Profit negative or zero
IDFCFIRSTB,Financial Services,54144.61,Large Cap,False,ROE 4.0% < 6% (Large Cap)
IEX,Financial Services,10718.74,Mini Large,False,Promoter nan% < 20% (Mini Large)
IFBAGRO,Fast Moving Consumer Goods,714.94,Small Cap,False,ROE 3.4% < 10% (Small Cap)
IFBIND,Consumer Durables,3970.46,Mid Cap,False,Inconsistent profits: 10.0/13.0 quarters
IFCI,Financial Services,14568.6,Mini Large,False,ROE 3.0% < 7% (Mini Large)
IFGLEXPOR,Capital Goods,1042.62,Mid Cap,False,ROE 3.8% < 8% (Mid Cap)
IGARASHI,Automobile and Auto Components,991.15,Small Cap,False,ROE 1.4% < 10% (Small Cap)
IGIL,Services,14626.45,Mini Large,True,
IGPL,Chemicals,1186.63,Mid Cap,False,Inconsistent profits: 9.0/13.0 quarters
IIFL,Financial Services,20113.28,Large Cap,False,ROE 5.0% < 6% (Large Cap)
IIFLCAPS,Financial Services,8406.31,Mini Large,True,
IITL,Financial Services,300.04,Small Cap,False,ROE 1.0% < 10% (Small Cap)
IKIO,Consumer Durables,905.57,Small Cap,False,ROE 5.6% < 10% (Small Cap)
IKS,Information Technology,22325.99,Large Cap,True,
IMAGICAA,Consumer Services,2262.31,Mid Cap,False,ROE 6.1% < 8% (Mid Cap)
IMFA,Metals & Mining,6667.41,Mini Large,True,
IMPAL,Automobile and Auto Components,1242.51,Mid Cap,False,ROE 2.9% < 8% (Mid Cap)
INDBANK,Financial Services,139.34,Small Cap,False,TTM Profit negative or zero
INDHOTEL,Consumer Services,87619.37,Large Cap,True,
INDIACEM,Construction Materials,16727.46,Mini Large,False,TTM Profit negative or zero
INDIAGLYCO,Fast Moving Consumer Goods,5890.19,Mini Large,True,
INDIAMART,Consumer Services,11983.43,Mini Large,True,
INDIANB,Financial Services,118393.4,Large Cap,True,
INDIANHUME,Capital Goods,1708.08,Mid Cap,False,TTM Profit negative or zero
INDIASHLTR,Financial Services,7475.45,Mini Large,True,
INDIGO,Services,160409.6,Large Cap,False,D/E 8.67 > 2.5 (Large Cap)
INDIGOPNTS,Consumer Durables,3545.88,Mid Cap,True,
INDNIPPON,Automobile and Auto Components,1663.13,Mid Cap,True,
INDOAMIN,Chemicals,641.42,Small Cap,True,
INDOBORAX,Chemicals,786.93,Small Cap,True,
INDOCO,Healthcare,1774.07,Mid Cap,False,TTM Profit negative or zero
INDOFARM,Capital Goods,605.4,Small Cap,False,ROE 4.4% < 10% (Small Cap)
INDORAMA,Textiles,818.59,Small Cap,False,ROE 0.2% < 10% (Small Cap)
INDOSTAR,Financial Services,3216.21,Mid Cap,False,ROE 3.0% < 8% (Mid Cap)
INDOTECH,Capital Goods,1379.38,Mid Cap,False,TTM Profit negative or zero
INDOTHAI,Financial Services,3227.98,Mid Cap,False,ROE 3.7% < 8% (Mid Cap)
INDOUS,Fast Moving Consumer Goods,210.02,Small Cap,True,
INDOWIND,Power,142.16,Small Cap,False,ROE 0.4% < 10% (Small Cap)
INDRAMEDCO,Healthcare,3632.54,Mid Cap,False,TTM Profit negative or zero
INDSWFTLAB,Healthcare,1227.06,Mid Cap,True,
INDUSINDBK,Financial Services,63777.62,Large Cap,False,ROE 4.0% < 6% (Large Cap)
INDUSTOWER,Telecommunication,114597.5,Large Cap,True,
INFOBEAN,Information Technology,1354.81,Mid Cap,True,
INFY,Information Technology,508188.23,Large Cap,True,
INGERRAND,Capital Goods,11569.25,Mini Large,False,TTM Profit negative or zero
INNOVACAP,Healthcare,3889.01,Mid Cap,True,
INNOVANA,Information Technology,729.92,Small Cap,True,
INOXGREEN,Power,6041.64,Mini Large,False,ROE 1.1% < 7% (Mini Large)
INOXINDIA,Capital Goods,10716.45,Mini Large,True,
INOXWIND,Capital Goods,14151.91,Mini Large,False,ROE 6.6% < 7% (Mini Large)
INSECTICID,Chemicals,1672.69,Mid Cap,True,
INTELLECT,Information Technology,9025.39,Mini Large,True,
INTENTECH,Information Technology,196.88,Small Cap,False,Promoter 13.07% < 30% (Small Cap)
INTERARCH,Construction,2922.33,Mid Cap,False,TTM Profit negative or zero
INTLCONV,Capital Goods,444.81,Small Cap,True,
IOB,Financial Services,64969.17,Large Cap,True,
IOC,"Oil, Gas & Consumable Fuels",204193.12,Large Cap,True,
IOLCP,Healthcare,2183.9,Mid Cap,False,ROE 5.8% < 8% (Mid Cap)
IONEXCHANG,Utilities,4160.03,Mid Cap,True,
IPCALAB,Healthcare,39337.03,Large Cap,True,
IPL,Chemicals,1579.08,Mid Cap,True,
IRB,Construction,25067.89,Large Cap,True,
IRCON,Construction,11632.3,Mini Large,False,Poor CF: 5.0/12.0 yrs
IRCTC,Consumer Services,41828.0,Large Cap,True,
IREDA,Financial Services,32691.03,Large Cap,True,
IRFC,Financial Services,123769.66,Large Cap,False,TTM Profit negative or zero
IRIS,Information Technology,466.01,Small Cap,False,ROE 6.8% < 10% (Small Cap)
IRISDOREME,Textiles,503.5,Small Cap,False,TTM Profit negative or zero
IRMENERGY,"Oil, Gas & Consumable Fuels",817.87,Small Cap,False,ROE 4.6% < 10% (Small Cap)
ISFT,Consumer Services,107.15,Small Cap,False,ROE 5.3% < 10% (Small Cap)
ISGEC,Construction,6548.08,Mini Large,True,
ITC,Fast Moving Consumer Goods,375814.25,Large Cap,False,Promoter nan% < 15% (Large Cap)
ITCHOTELS,Consumer Services,31053.64,Large Cap,False,ROE 5.8% < 6% (Large Cap)
ITDC,Consumer Services,3659.78,Mid Cap,False,Poor CF: 6.0/12.0 yrs
ITI,Telecommunication,26096.82,Large Cap,False,TTM Profit negative or zero
IVC,Financial Services,217.8,Small Cap,False,ROE 6.8% < 10% (Small Cap)
IVP,Chemicals,135.6,Small Cap,False,TTM Profit negative or zero
IXIGO,Consumer Services,7604.24,Mini Large,False,Promoter nan% < 20% (Mini Large)
J&KBANK,Financial Services,13084.25,Mini Large,True,
JAGRAN,"Media, Entertainment & Publication",1331.08,Mid Cap,False,ROE 4.8% < 8% (Mid Cap)
JAGSNPHARM,Healthcare,1226.99,Mid Cap,False,TTM Profit negative or zero
JAIBALAJI,Metals & Mining,5900.44,Mini Large,True,
JAICORPLTD,Capital Goods,1793.62,Mid Cap,False,ROE 4.5% < 8% (Mid Cap)
JAMNAAUTO,Automobile and Auto Components,4783.74,Mid Cap,True,
JASH,Capital Goods,2328.69,Mid Cap,False,Inconsistent profits: 10.0/13.0 quarters
JAYAGROGN,Chemicals,502.77,Small Cap,False,ROE 9.2% < 10% (Small Cap)
JAYBARMARU,Automobile and Auto Components,929.65,Small Cap,False,ROE 5.5% < 10% (Small Cap)
JAYNECOIND,Capital Goods,7209.48,Mini Large,False,TTM Profit negative or zero
JAYSREETEA,Fast Moving Consumer Goods,232.78,Small Cap,False,Inconsistent profits: 7.0/13.0 quarters
JBCHEPHARM,Healthcare,34337.09,Large Cap,True,
JBMA,Automobile and Auto Components,13420.48,Mini Large,False,D/E 2.24 > 2.0 (Mini Large)
