Symbol,Sector,Market_Cap_Cr,Cap_Tier,Passed,Fail_Reason
SUYOG,Telecommunication,796.65,Small Cap,False,ROE 9.4% < 10% (Small Cap)
SUZLON,Capital Goods,57533.71,Large Cap,False,Promoter 11.73% < 15% (Large Cap)
SWANCORP,Chemicals,10028.15,Mini Large,False,Poor CF: 7.0/12.0 yrs
SWARAJENG,Capital Goods,4336.89,Mid Cap,False,TTM Profit negative or zero
SWELECTES,Capital Goods,860.47,Small Cap,False,ROE 1.6% < 10% (Small Cap)
SWIGGY,Consumer Services,73428.61,Large Cap,False,TTM Profit negative or zero
SWSOLAR,Construction,4010.82,Mid Cap,False,D/E 2.61 > 1.5 (Mid Cap)
SYMPHONY,Consumer Durables,5297.66,Mini Large,True,
SYNCOMF,Healthcare,1108.1,Mid Cap,True,
SYNGENE,Healthcare,16670.33,Mini Large,True,
SYRMA,Capital Goods,15105.92,Mini Large,False,ROE 6.5% < 7% (Mini Large)
TAINWALCHM,Capital Goods,169.86,Small Cap,False,TTM Profit negative or zero
TAJGVK,Consumer Services,1892.64,Mid Cap,True,
TALBROAUTO,Automobile and Auto Components,1460.18,Mid Cap,True,
TANLA,Information Technology,5591.6,Mini Large,True,
TARACHAND,Services,446.31,Small Cap,False,TTM Profit negative or zero
TARC,Realty,3632.34,Mid Cap,False,TTM Profit negative or zero
TARIL,Capital Goods,8559.23,Mini Large,True,
TARSONS,Healthcare,981.71,Small Cap,False,ROE 4.8% < 10% (Small Cap)
TASTYBITE,Fast Moving Consumer Goods,1726.79,Mid Cap,False,TTM Profit negative or zero
TATACHEM,Chemicals,16133.71,Mini Large,False,ROE 1.7% < 7% (Mini Large)
TATACOMM,Telecommunication,40378.8,Large Cap,False,D/E 4.68 > 2.5 (Large Cap)
TATACONSUM,Fast Moving Consumer Goods,103938.16,Large Cap,True,
TATAELXSI,Information Technology,26399.47,Large Cap,True,
TATAINVEST,Financial Services,30488.72,Large Cap,False,ROE 1.0% < 6% (Large Cap)
TATAPOWER,Power,128580.46,Large Cap,True,
TATASTEEL,Metals & Mining,245408.55,Large Cap,False,ROE 3.3% < 6% (Large Cap)
TATATECH,Information Technology,21908.68,Large Cap,True,
TATVA,Chemicals,2639.91,Mid Cap,False,ROE 0.8% < 8% (Mid Cap)
TBOTEK,Consumer Services,11379.23,Mini Large,True,
TBZ,Consumer Durables,862.31,Small Cap,False,ROE 9.8% < 10% (Small Cap)
TCI,Services,7249.22,Mini Large,True,
TCIEXP,Services,1913.84,Mid Cap,True,
TCPLPACK,Capital Goods,2119.9,Mid Cap,True,
TCS,Information Technology,864940.04,Large Cap,True,
TDPOWERSYS,Capital Goods,13485.25,Mini Large,False,Poor CF: 7.0/12.0 yrs
TEAMLEASE,Services,1992.41,Mid Cap,True,
TECHM,Information Technology,122702.65,Large Cap,True,
TECHNOE,Construction,12672.0,Mini Large,True,
TEGA,Capital Goods,12959.53,Mini Large,False,Promoter selling: -7.53% in 4Q
TEJASNET,Telecommunication,7732.34,Mini Large,False,Poor CF: 7.0/12.0 yrs
TEMBO,Capital Goods,775.52,Small Cap,False,D/E 1.06 > 1.0 (Small Cap)
TERASOFT,Information Technology,415.27,Small Cap,False,ROE 6.7% < 10% (Small Cap)
TEXINFRA,Services,1136.02,Mid Cap,False,TTM Profit negative or zero
TEXMOPIPES,Capital Goods,118.15,Small Cap,False,ROE 8.0% < 10% (Small Cap)
TEXRAIL,Capital Goods,3647.52,Mid Cap,False,Poor CF: 5.0/10.0 yrs
TFCILTD,Financial Services,3030.19,Mid Cap,False,Promoter 3.85% < 25% (Mid Cap)
THANGAMAYL,Consumer Durables,10346.58,Mini Large,False,TTM Profit negative or zero
THEINVEST,Financial Services,532.25,Small Cap,False,ROE 6.3% < 10% (Small Cap)
THEJO,Capital Goods,1687.3,Mid Cap,True,
THEMISMED,Healthcare,693.77,Small Cap,False,ROE 7.9% < 10% (Small Cap)
THERMAX,Capital Goods,36356.16,Large Cap,True,
THOMASCOOK,Consumer Services,4814.13,Mid Cap,True,
THOMASCOTT,Textiles,402.08,Small Cap,False,TTM Profit negative or zero
THYROCARE,Healthcare,5592.15,Mini Large,False,Promoter selling: -10.13% in 4Q
TI,Fast Moving Consumer Goods,10737.1,Mini Large,False,Promoter selling: -8.29% in 4Q
TICL,Construction,398.95,Small Cap,False,D/E 1.14 > 1.0 (Small Cap)
TIIL,Capital Goods,4964.89,Mid Cap,True,
TIINDIA,Automobile and Auto Components,49108.16,Large Cap,True,
TIL,Capital Goods,1252.34,Mid Cap,False,ROE 3.6% < 8% (Mid Cap)
TIMETECHNO,Capital Goods,8007.75,Mini Large,True,
TIMKEN,Capital Goods,23839.1,Large Cap,False,ROE nan% < 6% (Large Cap)
TIPSFILMS,"Media, Entertainment & Publication",135.18,Small Cap,False,TTM Profit negative or zero
TIPSMUSIC,"Media, Entertainment & Publication",6590.36,Mini Large,False,TTM Profit negative or zero
TIRUMALCHM,Chemicals,2102.08,Mid Cap,False,TTM Profit negative or zero
TIRUPATIFL,Capital Goods,555.64,Small Cap,False,TTM Profit negative or zero
TITAGARH,Capital Goods,8435.29,Mini Large,False,Poor CF: 7.0/12.0 yrs
TITAN,Consumer Durables,364274.02,Large Cap,True,
TMB,Financial Services,9485.25,Mini Large,False,TTM Profit negative or zero
TNPETRO,Chemicals,739.64,Small Cap,False,ROE 5.9% < 10% (Small Cap)
TNPL,Forest Materials,901.74,Small Cap,False,TTM Profit negative or zero
TOLINS,Automobile and Auto Components,389.68,Small Cap,False,Poor CF: 0/2.0 yrs
TORNTPHARM,Healthcare,144522.98,Large Cap,True,
TORNTPOWER,Power,73101.28,Large Cap,True,
TPLPLASTEH,Capital Goods,475.09,Small Cap,True,
TRACXN,Services,342.94,Small Cap,False,TTM Profit negative or zero
TRANSRAILL,Capital Goods,6718.17,Mini Large,True,
TRANSWORLD,Services,298.19,Small Cap,False,ROE 4.4% < 10% (Small Cap)
TREJHARA,Information Technology,402.58,Small Cap,False,ROE 1.6% < 10% (Small Cap)
TREL,Services,619.4,Small Cap,False,ROE 4.2% < 10% (Small Cap)
TRENT,Consumer Services,126539.32,Large Cap,True,
TRF,Capital Goods,253.6,Small Cap,False,D/E 1.44 > 1.0 (Small Cap)
TRIDENT,Textiles,12370.17,Mini Large,True,
TRIGYN,Information Technology,146.88,Small Cap,False,ROE 1.6% < 10% (Small Cap)
TRITURBINE,Capital Goods,14500.64,Mini Large,True,
TRIVENI,Fast Moving Consumer Goods,7879.98,Mini Large,False,Poor CF: 7.0/12.0 yrs
TTKHLTCARE,Diversified,1146.61,Mid Cap,False,TTM Profit negative or zero
TTKPRESTIG,Consumer Durables,6387.39,Mini Large,False,ROE 5.7% < 7% (Mini Large)
TTML,Telecommunication,7073.83,Mini Large,False,ROE nan% < 7% (Mini Large)
TVSELECT,Information Technology,759.92,Small Cap,True,
TVSHLTD,Financial Services,28042.44,Large Cap,True,
TVSMOTOR,Automobile and Auto Components,164440.68,Large Cap,False,D/E 3.89 > 2.5 (Large Cap)
TVSSRICHAK,Automobile and Auto Components,2747.17,Mid Cap,False,ROE 1.8% < 8% (Mid Cap)
TVTODAY,"Media, Entertainment & Publication",601.22,Small Cap,False,ROE 8.5% < 10% (Small Cap)
UBL,Fast Moving Consumer Goods,41482.52,Large Cap,True,
UCAL,Automobile and Auto Components,216.49,Small Cap,False,TTM Profit negative or zero
UCOBANK,Financial Services,31194.51,Large Cap,True,
UDS,Services,932.94,Small Cap,True,
UEL,Power,2020.71,Mid Cap,False,ROE 7.9% < 8% (Mid Cap)
UFLEX,Capital Goods,3148.59,Mid Cap,False,ROE 1.8% < 8% (Mid Cap)
UFO,"Media, Entertainment & Publication",246.78,Small Cap,False,ROE 3.2% < 10% (Small Cap)
UGARSUGAR,Fast Moving Consumer Goods,431.44,Small Cap,False,D/E 1.31 > 1.0 (Small Cap)
UGROCAP,Financial Services,1446.36,Mid Cap,False,TTM Profit negative or zero
UJJIVANSFB,Financial Services,10366.32,Mini Large,False,TTM Profit negative or zero
ULTRACEMCO,Construction Materials,321649.72,Large Cap,True,
UMAEXPORTS,Services,70.97,Small Cap,False,ROE 2.1% < 10% (Small Cap)
UNICHEMLAB,Healthcare,2206.16,Mid Cap,False,ROE 5.7% < 8% (Mid Cap)
UNIDT,Capital Goods,320.32,Small Cap,False,ROE 5.6% < 10% (Small Cap)
UNIECOM,Information Technology,1029.94,Mid Cap,True,
UNIENTER,Chemicals,671.16,Small Cap,False,TTM Profit negative or zero
UNIMECH,Capital Goods,4047.44,Mid Cap,True,
UNIONBANK,Financial Services,135631.01,Large Cap,True,
UNIPARTS,Automobile and Auto Components,2056.02,Mid Cap,True,
UNITDSPR,Fast Moving Consumer Goods,94569.43,Large Cap,True,
UNITEDPOLY,Textiles,643.56,Small Cap,True,
UNITEDTEA,Fast Moving Consumer Goods,255.32,Small Cap,True,
UNIVASTU,Construction,226.43,Small Cap,False,Poor CF: 5.0/10.0 yrs
UNIVCABLES,Capital Goods,2349.55,Mid Cap,False,ROE 4.8% < 8% (Mid Cap)
UNOMINDA,Automobile and Auto Components,61610.33,Large Cap,True,
UPL,Chemicals,52876.75,Large Cap,False,ROE 2.6% < 6% (Large Cap)
URAVIDEF,Automobile and Auto Components,145.15,Small Cap,False,ROE 5.1% < 10% (Small Cap)
URJA,Capital Goods,503.71,Small Cap,False,ROE 0.8% < 10% (Small Cap)
USHAMART,Capital Goods,12216.68,Mini Large,True,
UTIAMC,Financial Services,12089.65,Mini Large,False,Promoter nan% < 20% (Mini Large)
UTKARSHBNK,Financial Services,2114.07,Mid Cap,False,TTM Profit negative or zero
UTTAMSUGAR,Fast Moving Consumer Goods,881.39,Small Cap,True,
UYFINCORP,Financial Services,244.84,Small Cap,False,ROE 2.4% < 10% (Small Cap)
V2RETAIL,Consumer Services,6972.6,Mini Large,False,D/E 3.39 > 2.0 (Mini Large)
VADILALIND,Fast Moving Consumer Goods,3257.38,Mid Cap,True,
VAIBHAVGBL,Consumer Durables,3418.63,Mid Cap,True,
VAISHALI,Healthcare,78.02,Small Cap,False,TTM Profit negative or zero
VAKRANGEE,Information Technology,617.42,Small Cap,False,ROE 2.9% < 10% (Small Cap)
VALIANTLAB,Healthcare,331.85,Small Cap,False,TTM Profit negative or zero
VALIANTORG,Chemicals,756.64,Small Cap,False,TTM Profit negative or zero
VARDHACRLC,Textiles,260.62,Small Cap,False,TTM Profit negative or zero
VARROC,Automobile and Auto Components,7612.46,Mini Large,False,ROE 4.2% < 7% (Mini Large)
VASCONEQ,Realty,724.62,Small Cap,True,
VASWANI,Metals & Mining,172.15,Small Cap,False,ROE nan% < 10% (Small Cap)
VBL,Fast Moving Consumer Goods,135774.18,Large Cap,True,
VEDL,Metals & Mining,262707.24,Large Cap,True,
VEEDOL,"Oil, Gas & Consumable Fuels",2262.53,Mid Cap,True,
VENKEYS,Fast Moving Consumer Goods,1838.68,Mid Cap,False,TTM Profit negative or zero
VENTIVE,Consumer Services,14979.36,Mini Large,False,ROE 3.3% < 7% (Mini Large)
VENUSPIPES,Capital Goods,1975.47,Mid Cap,False,TTM Profit negative or zero
VENUSREM,Healthcare,1161.95,Mid Cap,False,ROE 7.6% < 8% (Mid Cap)
VERANDA,Consumer Services,1345.88,Mid Cap,False,TTM Profit negative or zero
VERTOZ,"Media, Entertainment & Publication",320.64,Small Cap,True,
VESUVIUS,Capital Goods,9716.71,Mini Large,False,TTM Profit negative or zero
VETO,Consumer Durables,178.27,Small Cap,False,ROE 8.0% < 10% (Small Cap)
VGL,Textiles,295.67,Small Cap,False,TTM Profit negative or zero
VGUARD,Consumer Durables,14174.66,Mini Large,True,
VHL,Financial Services,1015.2,Mid Cap,False,ROE 6.9% < 8% (Mid Cap)
VIDHIING,Chemicals,1402.63,Mid Cap,True,
VIJAYA,Healthcare,9308.04,Mini Large,True,
VIMTALABS,Healthcare,1913.12,Mid Cap,True,
VINATIORGA,Chemicals,14380.53,Mini Large,True,
VINCOFE,Services,1922.88,Mid Cap,False,ROE 7.6% < 8% (Mid Cap)
VINDHYATEL,Telecommunication,1254.53,Mid Cap,False,ROE 4.8% < 8% (Mid Cap)
VINEETLAB,Healthcare,57.14,Small Cap,False,TTM Profit negative or zero
VINYLINDIA,Chemicals,355.29,Small Cap,False,TTM Profit negative or zero
VIPCLOTHNG,Textiles,156.07,Small Cap,False,TTM Profit negative or zero
VIPIND,Consumer Durables,4789.74,Mid Cap,False,TTM Profit negative or zero
VIRINCHI,Information Technology,182.75,Small Cap,False,TTM Profit negative or zero
VISAKAIND,Construction Materials,492.94,Small Cap,False,TTM Profit negative or zero
VISHNU,Chemicals,3455.29,Mid Cap,True,
VIVIMEDLAB,Healthcare,52.07,Small Cap,False,TTM Profit negative or zero
VLEGOV,Information Technology,119.93,Small Cap,False,TTM Profit negative or zero
VLSFINANCE,Financial Services,702.41,Small Cap,False,ROE 1.7% < 10% (Small Cap)
VMART,Consumer Services,4076.06,Mid Cap,False,TTM Profit negative or zero
VMM,Consumer Services,47804.82,Large Cap,False,Promoter selling: -21.93% in 4Q
VOLTAMP,Capital Goods,8705.28,Mini Large,False,TTM Profit negative or zero
VOLTAS,Consumer Durables,43825.68,Large Cap,True,
VPRPL,Construction,462.4,Small Cap,False,TTM Profit negative or zero
VRAJ,Metals & Mining,362.41,Small Cap,True,
VRLLOG,Services,4223.85,Mid Cap,False,TTM Profit negative or zero
VSSL,Capital Goods,2249.36,Mid Cap,False,Promoter selling: -9.39% in 4Q
VSTIND,Fast Moving Consumer Goods,3626.2,Mid Cap,True,
VSTL,Capital Goods,214.5,Small Cap,False,TTM Profit negative or zero
VSTTILLERS,Capital Goods,4528.26,Mid Cap,True,
VTL,Textiles,15413.46,Mini Large,True,
WAAREEENER,Capital Goods,91064.23,Large Cap,True,
WABAG,Utilities,7706.07,Mini Large,False,Promoter 19.1% < 20% (Mini Large)
WALCHANNAG,Capital Goods,1005.01,Mid Cap,False,TTM Profit negative or zero
WCIL,Services,942.27,Small Cap,False,ROE 7.7% < 10% (Small Cap)
WEALTH,Financial Services,952.34,Small Cap,True,
WEBELSOLAR,Capital Goods,3159.15,Mid Cap,False,ROE nan% < 8% (Mid Cap)
WEL,Consumer Durables,1795.71,Mid Cap,True,
WELCORP,Capital Goods,21197.84,Large Cap,True,
WELENT,Construction,6325.59,Mini Large,False,Poor CF: 3.0/12.0 yrs
WELINV,Financial Services,467.15,Small Cap,False,TTM Profit negative or zero
WELSPUNLIV,Textiles,10959.81,Mini Large,True,
WENDT,Capital Goods,1346.4,Mid Cap,False,Promoter selling: -37.5% in 4Q
WESTLIFE,Consumer Services,6791.47,Mini Large,False,ROE 1.9% < 7% (Mini Large)
WHEELS,Automobile and Auto Components,2509.76,Mid Cap,True,
WHIRLPOOL,Consumer Durables,10614.98,Mini Large,False,Promoter selling: -11.24% in 4Q
WINDLAS,Healthcare,1533.46,Mid Cap,True,
WINDMACHIN,Capital Goods,2020.35,Mid Cap,False,TTM Profit negative or zero
WIPRO,Information Technology,199998.85,Large Cap,True,
WOCKPHARMA,Healthcare,19112.33,Mini Large,False,TTM Profit negative or zero
WONDERLA,Consumer Services,3299.24,Mid Cap,False,TTM Profit negative or zero
WORTHPERI,Capital Goods,198.68,Small Cap,False,ROE 9.3% < 10% (Small Cap)
WSI,Construction,528.24,Small Cap,False,TTM Profit negative or zero
WSTCSTPAPR,Forest Materials,2870.82,Mid Cap,True,
XCHANGING,Information Technology,631.66,Small Cap,True,
XELPMOC,Information Technology,133.29,Small Cap,False,TTM Profit negative or zero
XPROINDIA,Capital Goods,2362.63,Mid Cap,False,ROE 5.5% < 8% (Mid Cap)
XTGLOBAL,Information Technology,402.1,Small Cap,False,ROE 5.2% < 10% (Small Cap)
YASHO,Chemicals,1706.27,Mid Cap,False,ROE 1.4% < 8% (Mid Cap)
YATHARTH,Healthcare,6169.09,Mini Large,False,Promoter selling: -5.64% in 4Q
YATRA,Consumer Services,1682.14,Mid Cap,False,ROE 4.5% < 8% (Mid Cap)
YESBANK,Financial Services,58332.33,Large Cap,False,ROE 5.0% < 6% (Large Cap)
YUKEN,Capital Goods,907.82,Small Cap,False,ROE 6.8% < 10% (Small Cap)
ZAGGLE,Information Technology,2799.56,Mid Cap,False,ROE 6.7% < 8% (Mid Cap)
ZEEL,"Media, Entertainment & Publication",6990.66,Mini Large,False,ROE 5.9% < 7% (Mini Large)
ZEELEARN,Consumer Services,167.16,Small Cap,False,ROE 6.8% < 10% (Small Cap)
ZENITHSTL,Capital Goods,72.02,Small Cap,False,ROE nan% < 10% (Small Cap)
ZENSARTECH,Information Technology,12809.38,Mini Large,True,
ZENTEC,Capital Goods,12720.08,Mini Large,False,Poor CF: 6.0/12.0 yrs
ZFCVINDIA,Automobile and Auto Components,26177.16,Large Cap,True,
ZIMLAB,Healthcare,329.84,Small Cap,False,ROE 4.8% < 10% (Small Cap)
ZODIAC,Construction,,Small Cap,False,D/E 1.78 > 1.0 (Small Cap)
ZOTA,Healthcare,3328.71,Mid Cap,False,TTM Profit negative or zero
ZUARI,Chemicals,830.43,Small Cap,False,ROE 9.1% < 10% (Small Cap)
ZUARIIND,Fast Moving Consumer Goods,686.31,Small Cap,False,TTM Profit negative or zero
ZYDUSLIFE,Healthcare,89634.54,Large Cap,True,
ZYDUSWELL,Fast Moving Consumer Goods,13565.68,Mini Large,False,ROE 6.1% < 7% (Mini Large)
ANDHRAPET,Chemicals,310.32,Small Cap,False,TTM Profit negative or zero
GOODYEAR,Automobile and Auto Components,1718.8,Mid Cap,False,TTM Profit negative or zero
KINETICENG,Automobile and Auto Components,536.46,Small Cap,False,ROE 5.5% < 10% (Small Cap)
KIRLFER,Metals & Mining,5935.53,Mini Large,True,
NIRLON,Services,4432.01,Mid Cap,False,TTM Profit negative or zero
SILVERLINE,Information Technology,172.77,Small Cap,False,TTM Profit negative or zero
RELINFRA,Power,3160.14,Mid Cap,False,Promoter 19.05% < 25% (Mid Cap)
TRANSCHEM,Healthcare,189.54,Small Cap,False,TTM Profit negative or zero
HOCL,Chemicals,182.24,Small Cap,False,Poor CF: 4.0/12.0 yrs
HINDMOTORS,Automobile and Auto Components,272.51,Small Cap,False,TTM Profit negative or zero
NOVARTIND,Healthcare,2306.61,Mid Cap,False,TTM Profit negative or zero
GLOBOFFS,Services,143.3,Small Cap,False,ROE 2.8% < 10% (Small Cap)
KESORAMIND,Construction Materials,250.08,Small Cap,False,Inconsistent profits: 2.0/13.0 quarters
ELPROINTL,Realty,1491.92,Mid Cap,False,ROE 3.3% < 8% (Mid Cap)
ZFSTEERING,Automobile and Auto Components,603.92,Small Cap,False,ROE 2.7% < 10% (Small Cap)
GRAUWEIL,Chemicals,2593.06,Mid Cap,True,
HERCULES,Capital Goods,322.24,Small Cap,False,ROE 3.8% < 10% (Small Cap)
KENNAMET,Capital Goods,4879.72,Mid Cap,True,
TRANSPEK,Chemicals,553.81,Small Cap,False,ROE 6.4% < 10% (Small Cap)
TANFACIND,Chemicals,3871.9,Mid Cap,False,TTM Profit negative or zero
JAGAJITIND,Fast Moving Consumer Goods,617.53,Small Cap,False,TTM Profit negative or zero
HAWKINCOOK,Consumer Durables,3978.05,Mid Cap,False,TTM Profit negative or zero
PANCARBON,Capital Goods,213.1,Small Cap,False,TTM Profit negative or zero
SIMPLEXCAS,Capital Goods,377.16,Small Cap,False,ROE 2.3% < 10% (Small Cap)
KSE,Fast Moving Consumer Goods,613.44,Small Cap,False,TTM Profit negative or zero
SICALLOG,Services,430.58,Small Cap,False,TTM Profit negative or zero
BATLIBOI,Capital Goods,361.84,Small Cap,False,ROE 5.8% < 10% (Small Cap)
KOVAI,Healthcare,5765.37,Mini Large,True,
WATERBASE,Fast Moving Consumer Goods,170.8,Small Cap,False,TTM Profit negative or zero
VHLTD,Consumer Services,959.62,Small Cap,False,Poor CF: 7.0/12.0 yrs
WANBURY,Healthcare,863.88,Small Cap,False,D/E 3.03 > 1.0 (Small Cap)
ANDREWYU,Fast Moving Consumer Goods,918.25,Small Cap,False,TTM Profit negative or zero
WIMPLAST,Consumer Durables,426.42,Small Cap,True,
SHAWGELTIN,Chemicals,211.37,Small Cap,True,
FAZE3Q,Textiles,1004.94,Mid Cap,True,
ARIHANT,Realty,986.6,Small Cap,False,Poor CF: 4.0/12.0 yrs
RAJESHEXPO,Consumer Durables,2788.73,Mid Cap,False,ROE 0.6% < 8% (Mid Cap)
GVPIL,Capital Goods,2869.94,Mid Cap,False,Inconsistent profits: 6.0/13.0 quarters
IZMO,Information Technology,1052.02,Mid Cap,True,
BCG,Information Technology,1772.26,Mid Cap,False,ROE 7.5% < 8% (Mid Cap)
BFUTILITIE,Services,1576.2,Mid Cap,False,D/E 4.61 > 1.5 (Mid Cap)
RAJPALAYAM,Textiles,685.25,Small Cap,False,ROE 0.7% < 10% (Small Cap)
SALSTEEL,Metals & Mining,529.41,Small Cap,False,TTM Profit negative or zero
ZEEMEDIA,"Media, Entertainment & Publication",460.94,Small Cap,False,TTM Profit negative or zero
EMBDL,Realty,6684.67,Mini Large,False,ROE 1.9% < 7% (Mini Large)
TAKE,Healthcare,546.44,Small Cap,False,Promoter 0.0% < 30% (Small Cap)
VTMLTD,Textiles,826.07,Small Cap,False,TTM Profit negative or zero
BGRENERGY,Construction,2101.71,Mid Cap,False,TTM Profit negative or zero
SWANDEF,Capital Goods,10839.62,Mini Large,False,TTM Profit negative or zero
TRUEGREEN,Textiles,503.29,Small Cap,False,TTM Profit negative or zero
SCHNEIDER,Capital Goods,21282.65,Large Cap,False,TTM Profit negative or zero
CPSEETF,,,Small Cap,False,TTM Profit negative or zero
RNBDENIMS,Textiles,752.63,Small Cap,True,
VISHAL,Textiles,434.06,Small Cap,False,ROE 4.8% < 10% (Small Cap)
MANAKALUCO,Metals & Mining,164.42,Small Cap,False,TTM Profit negative or zero
BESTAGRO,Chemicals,512.15,Small Cap,False,ROE 8.6% < 10% (Small Cap)
ZEAL,Services,157.58,Small Cap,True,
JITFINFRA,Utilities,813.39,Small Cap,False,ROE nan% < 10% (Small Cap)
SCPL,Fast Moving Consumer Goods,317.1,Small Cap,False,TTM Profit negative or zero
HARDWYN,Consumer Durables,915.33,Small Cap,False,ROE 2.7% < 10% (Small Cap)
AXITA,Textiles,338.56,Small Cap,False,ROE 1.6% < 10% (Small Cap)
NSL,,183.55,Small Cap,False,TTM Profit negative or zero
DJML,Services,281.73,Small Cap,False,ROE 9.9% < 10% (Small Cap)
BONLON,Metals & Mining,54.78,Small Cap,False,ROE 3.6% < 10% (Small Cap)
GCSL,Financial Services,843.26,Small Cap,False,ROE 1.4% < 10% (Small Cap)
BRIGHT,Capital Goods,851.1,Small Cap,False,TTM Profit negative or zero
TVSSCS,Services,4429.45,Mid Cap,False,TTM Profit negative or zero
KALYANI,Capital Goods,374.53,Small Cap,False,D/E 1.77 > 1.0 (Small Cap)
AFIL,Financial Services,360.18,Small Cap,False,TTM Profit negative or zero
OILIETF,,,Small Cap,False,TTM Profit negative or zero
METALIETF,,,Small Cap,False,TTM Profit negative or zero
KAVDEFENCE,Telecommunication,361.65,Small Cap,False,ROE 7.2% < 10% (Small Cap)
NIFTYBEES,,,Small Cap,False,TTM Profit negative or zero
JUNIORBEES,,,Small Cap,False,TTM Profit negative or zero
BANKBEES,,,Small Cap,False,TTM Profit negative or zero
PSUBNKBEES,,,Small Cap,False,TTM Profit negative or zero
IGL,"Oil, Gas & Consumable Fuels",21948.51,Large Cap,True,
INDGN,Healthcare,10589.57,Mini Large,False,Promoter nan% < 20% (Mini Large)
AMBALALSA,Healthcare,221.78,Small Cap,False,ROE 3.4% < 10% (Small Cap)
DISAQ,Capital Goods,1674.24,Mid Cap,True,
ELANTAS,Chemicals,6001.73,Mini Large,False,TTM Profit negative or zero
PHCAP,Financial Services,177.52,Small Cap,False,TTM Profit negative or zero
COCKERILL,Capital Goods,2312.11,Mid Cap,False,TTM Profit negative or zero
ITHL,Consumer Services,236.68,Small Cap,False,TTM Profit negative or zero
MAFATIND,Textiles,872.46,Small Cap,True,
MAJESAUT,Services,309.74,Small Cap,False,ROE 1.3% < 10% (Small Cap)
NAPEROL,Financial Services,314.36,Small Cap,False,ROE 4.7% < 10% (Small Cap)
RAPICUT,Capital Goods,76.81,Small Cap,False,TTM Profit negative or zero
WELSPLSOL,Capital Goods,2282.7,Mid Cap,False,TTM Profit negative or zero
TIMEX,Consumer Durables,2828.11,Mid Cap,False,TTM Profit negative or zero
INDPRUD,Financial Services,888.2,Small Cap,False,ROE 7.2% < 10% (Small Cap)
TECHNVISN,Information Technology,3767.67,Mid Cap,False,TTM Profit negative or zero
FORBESCO,Consumer Durables,423.98,Small Cap,True,
ELCIDIN,Financial Services,1918.89,Mid Cap,False,ROE 1.6% < 8% (Mid Cap)
JYOTI,Capital Goods,142.23,Small Cap,False,ROE nan% < 10% (Small Cap)
KAYCEEI,Capital Goods,255.67,Small Cap,True,
INDOKEM,Chemicals,1543.89,Mid Cap,False,ROE 4.8% < 8% (Mid Cap)
PERMAGN,Capital Goods,580.87,Small Cap,True,
HIGHENE,Fast Moving Consumer Goods,466.43,Small Cap,False,TTM Profit negative or zero
DLTNCBL,Capital Goods,364.05,Small Cap,False,TTM Profit negative or zero
UNIABEXAL,Capital Goods,556.93,Small Cap,False,TTM Profit negative or zero
INLCM,Capital Goods,367.6,Small Cap,False,TTM Profit negative or zero
INVPRECQ,Capital Goods,437.34,Small Cap,False,ROE 6.2% < 10% (Small Cap)
RATHIST,Capital Goods,141.29,Small Cap,False,TTM Profit negative or zero
ACGL,Automobile and Auto Components,962.52,Small Cap,False,TTM Profit negative or zero
KPT,Capital Goods,136.07,Small Cap,False,D/E 1.21 > 1.0 (Small Cap)
INTEGRAEN,Capital Goods,463.36,Small Cap,True,
GHVINFRA,Construction,2076.48,Mid Cap,False,ROE nan% < 8% (Mid Cap)
LATIMMETAL,Metals & Mining,129.06,Small Cap,False,TTM Profit negative or zero
HIMTEK,Automobile and Auto Components,182.32,Small Cap,False,ROE nan% < 10% (Small Cap)
INTLCOMBQ,Capital Goods,97.36,Small Cap,False,TTM Profit negative or zero
JOSTS,Capital Goods,261.13,Small Cap,True,
WPIL,Capital Goods,3752.02,Mid Cap,True,
TRITONV,Automobile and Auto Components,433.12,Small Cap,False,ROE 4.1% < 10% (Small Cap)
APIS,Fast Moving Consumer Goods,786.01,Small Cap,True,
FERMENTA,Healthcare,1016.7,Mid Cap,False,Inconsistent profits: 8.0/13.0 quarters
KELENRG,Chemicals,309.52,Small Cap,False,TTM Profit negative or zero
NITTAGELA,Chemicals,736.14,Small Cap,True,
AMAL,Chemicals,588.34,Small Cap,False,Inconsistent profits: 10.0/13.0 quarters
ULTRAMAR,Chemicals,1174.72,Mid Cap,False,ROE 7.1% < 8% (Mid Cap)
SWADEIN,Capital Goods,101.69,Small Cap,False,ROE nan% < 10% (Small Cap)
TGVSL,Chemicals,886.06,Small Cap,False,TTM Profit negative or zero
LKPFIN,Financial Services,260.99,Small Cap,False,ROE 0.5% < 10% (Small Cap)
BAJAJST,Capital Goods,785.51,Small Cap,True,
SIMMOND,Automobile and Auto Components,153.78,Small Cap,False,D/E 1.53 > 1.0 (Small Cap)
BENARAS,Consumer Services,1235.74,Mid Cap,False,TTM Profit negative or zero
KOTIC,Chemicals,1850.95,Mid Cap,False,TTM Profit negative or zero
ZMILGFIN,Services,116.34,Small Cap,False,TTM Profit negative or zero
FEDDERSHOL,Financial Services,759.74,Small Cap,False,ROE 7.0% < 10% (Small Cap)
OMEGAIN,Information Technology,147.16,Small Cap,False,TTM Profit negative or zero
YOGI,Financial Services,690.34,Small Cap,False,ROE 2.0% < 10% (Small Cap)
